propensao,nome,cnpj,porte,bairro,endereco,idade_anos,unidades,arquetipo,tel_1,tel_1_tipo,tel_1_whatsapp,tel_1_corrigido,tel_2,tel_2_tipo,tel_2_whatsapp,email
0.4090,VOLTE A SORRIR,54.848.675/0001-14,ME,TAGUATINGA NORTE (TAGUATINGA),"QUADRA QND 8, SN, LOTE  02                  SALA  03, TAGUATINGA NORTE (TAGUATINGA), CEP 72120080, Brasilia/DF",2,1,clinica_geral,(61) 9 8105-5006,celular,+5561981055006,sim,(00) 0000000000,indefinido,,guilherme_souza93@hotmail.com
0.4090,ODONTO MARINHO CENTRO DE CLAREAMENTO DENTAL,57.222.633/0001-61,ME,TAGUATINGA CENTRO (TAGUATINGA),"QUADRA C 1, SN, LOTE  01/12               SALA  523                 EDIF  TRADE CENTER, TAGUATINGA CENTRO (TAGUATINGA), CEP 72010010, Brasilia/DF",1,1,clinica_institucional,(61) 9 9854-7771,celular,+5561998547771,sim,(00) 0000000000,indefinido,,lucianamarinhomiss@gmail.com
0.4090,ADELCIO SUDARIO ODONTOLOGIA,58.129.050/0001-53,ME,SETOR OESTE (GAMA),"QUADRA QUADRA 18 LOTE 13 SALA, 01, SETOR OESTE (GAMA), CEP 72420180, Brasilia/DF",1,1,clinica_geral,(61) 9 8572-9388,celular,+5561985729388,sim,(00) 0000000000,indefinido,,dr.adelciosudario@gmail.com
0.4090,BE ORAL CLINIC,54.764.745/0001-56,ME,SAMAMBAIA SUL (SAMAMBAIA),"QUADRA QS 104 CONJUNTO 6 LOTE, 08, SALA  01, SAMAMBAIA SUL (SAMAMBAIA), CEP 72302506, Brasilia/DF",2,1,clinica_geral,(61) 9 8136-2051,celular,+5561981362051,sim,,,,beoralclinic@gmail.com
0.4090,FREITAS ODONTOLOGIA,55.487.152/0001-52,ME,TAGUATINGA,"SETOR SETOR E SUL QSE 9 LT 18, S/N, CASA  05, TAGUATINGA, CEP 72025090, Brasilia/DF",2,1,clinica_geral,(61) 9 9885-4673,celular,+5561998854673,sim,,,,lfreitas.lucas24@gmail.com
0.4090,STAR MAX ODONTOLOGIA INTEGRADA,53.261.676/0001-03,ME,GUARA II,"QUADRA QI 25 BLOCO A, EDIFICIO REAL MIX SALA, 104, GUARA II, CEP 71060250, Brasilia/DF",2,1,clinica_geral,(61) 3043-0043,fixo,+556130430043,,,,,contratos@arbrent.com.br
0.4090,REALYZZE ODONTOLOGIA,54.273.843/0001-90,ME,SAMAMBAIA,"QUADRA QN 316 CJ 2 LT 3, S/N, LOJA  01, SAMAMBAIA, CEP 72308402, Brasilia/DF",2,1,clinica_geral,(61) 9 9122-9328,celular,+5561991229328,sim,(00) 0000000000,indefinido,,draceliatorresdf@gmail.com
0.4090,SOOI,58.145.641/0001-14,ME,SETOR CENTRAL (GAMA),"QUADRA EQ 47-49 PROJECAO 4, SN, SALA  511 A 514, SETOR CENTRAL (GAMA), CEP 72405499, Brasilia/DF",1,1,clinica_geral,(61) 3042-9848,fixo,+556130429848,,(00) 0000000000,indefinido,,sooifinanceiro@hotmail.com
0.4090,D CLINIC ODONTOLOGIA,52.088.018/0001-90,ME,TAGUATINGA NORTE (TAGUATINGA),"QUADRA QNA 54, 5, TAGUATINGA NORTE (TAGUATINGA), CEP 72110540, Brasilia/DF",2,1,clinica_geral,(61) 9 8299-4414,celular,+5561982994414,sim,,,,dclinicodontologia2023@gmail.com
0.4090,ODONTOLOGIA LAYA OLIVEIRA,52.128.358/0001-06,ME,TAGUATINGA NORTE (TAGUATINGA),"QUADRA QNL 23, CONJUNTO A, S/N, LOTE  02, TAGUATINGA NORTE (TAGUATINGA), CEP 72152301, Brasilia/DF",2,1,clinica_geral,(61) 9 8259-7190,celular,+5561982597190,sim,(00) 0000000000,indefinido,,lorrany11oliveira@hotmail.com
0.4090,GUIOTTI SERVICOS ODONTOLOGICOS,57.915.465/0001-90,ME,SAMAMBAIA,"SETOR SAMAMBAIA NORTE Q 202 CJ 3 LT 7 E 8, S/N, SAMAMBAIA, CEP 72316043, Brasilia/DF",1,1,clinica_geral,(62) 3911-2017,fixo,+556239112017,,(00) 0000000000,indefinido,,paralegal.fvcontabilidade@outlook.com
0.4090,ODONTO HOUSE ODONTOLOGIA FAMILIAR,54.251.175/0001-09,ME,TAGUATINGA,"SETOR SETOR D NORTE QND 13 LT 13, S/N, TAGUATINGA, CEP 72120130, Brasilia/DF",2,1,clinica_geral,(61) 3562-5762,fixo,+556135625762,,(00) 0000000000,indefinido,,ragiconta@gmail.com
0.4090,ODONTOCLINICA RENOVE,52.681.001/0001-42,ME,TAGUATINGA SUL (TAGUATINGA),"QUADRA SETOR D SUL LOTE, 08, SALA  204, TAGUATINGA SUL (TAGUATINGA), CEP 72020111, Brasilia/DF",2,1,clinica_geral,(61) 3355-2398,fixo,+556133552398,,(00) 0000000000,indefinido,,processoselicondf@gmail.com
0.4080,LENK ODONTOLOGIA LTDA,53.528.092/0001-43,ME,CEILANDIA NORTE (CEILANDIA),"QUADRA QNN 1 CONJUNTO F LOTE 04, S/N, LOJA  01, CEILANDIA NORTE (CEILANDIA), CEP 72225016, Brasilia/DF",2,1,clinica_geral,(61) 9 8216-4581,celular,+5561982164581,sim,,,,lenkodontoadm@gmail.com
0.4080,REALIZE SORRISOS,43.579.669/0001-92,ME,CEILANDIA SUL (CEILANDIA),"QUADRA QNM 17 CJ B LT 2, SN, CEILANDIA SUL (CEILANDIA), CEP 72215172, Brasilia/DF",4,1,clinica_geral,(85) 9 9636-4499,celular,+5585996364499,sim,,,,denisefontenelle@hotmail.com
0.4080,ODONTO MAX,51.321.819/0001-91,ME,RECANTO DAS EMAS,"AVENIDA AVENIDA Q 102 LT 7, S/N, SALA  101 E 102, RECANTO DAS EMAS, CEP 72600200, Brasilia/DF",3,1,clinica_geral,(61) 3967-6137,fixo,+556139676137,,,,,odontomax23@gmail.com
0.4080,SORRIE ODONTOLOGIA INTEGRADA,43.660.954/0001-33,ME,CEILANDIA SUL (CEILANDIA),"QUADRA QNN 40 CJ C LT 12, S/N, CEILANDIA SUL (CEILANDIA), CEP 72220403, Brasilia/DF",4,1,clinica_geral,(61) 9 8111-1915,celular,+5561981111915,sim,,,,contato@sorrie.com.br
0.4080,DENTARYS ODONTOLOGIA,51.328.115/0001-40,ME,VILA SAO JOSE (BRAZLANDIA),"QUADRA 33 CONJUNTO H LOTE, 10,       VILA SAO JOSE, VILA SAO JOSE (BRAZLANDIA), CEP 72733715, Brasilia/DF",3,1,clinica_geral,(61) 9 8404-1119,celular,+5561984041119,sim,(00) 0000000000,indefinido,,rodrigoemidio@gmail.com
0.4080,ODONTO LIMA,47.502.365/0001-88,ME,CEILANDIA NORTE (CEILANDIA),"QUADRA EQNM 8/10 BL B LT 01, S/N,       LJ 01A, CEILANDIA NORTE (CEILANDIA), CEP 72210542, Brasilia/DF",4,1,clinica_geral,(61) 3247-1260,fixo,+556132471260,,(00) 0000000000,indefinido,,odontolimabrasilia2@gmail.com
0.4080,QUALITY ODONTOLOGIA,49.229.490/0001-91,ME,PARANOA,"QUADRA QUADRA 8 CONJUNTO 2, 28, ANDAR 2, PARANOA, CEP 71570820, Brasilia/DF",3,1,clinica_geral,(61) 3369-4563,fixo,+556133694563,,(00) 0000000000,indefinido,,carolbertazzi@yahoo.com.br
0.4080,ODONTO COMPANY CEILANDIA,44.370.360/0001-50,ME,CEILANDIA NORTE (CEILANDIA),"QUADRA QNM 18 CJ B LT 3, SN,       TERCEIRO ANDAR, CEILANDIA NORTE (CEILANDIA), CEP 72210182, Brasilia/DF",4,1,clinica_geral,(61) 3471-7899,fixo,+556134717899,,,,,cassionava@gmail.com
0.4060,THIAGO VINICIUS DA ROCHA GUIMARAES,26.881.301/0001-65,ME,SETOR RESIDENCIAL LESTE (PLANALTINA),"QUADRA QUADRA 2 CONJUNTO A, 37, APT   01, SETOR RESIDENCIAL LESTE (PLANALTINA), CEP 73350201, Brasilia/DF",9,1,marca_pessoal,(61) 9 9842-1124,celular,+5561998421124,sim,,,,thiagoguimaraesdf@gmail.com
0.4055,E & C ODONTOLOGIA LTDA,03.318.196/0001-55,ME,RECANTO DAS EMAS,"QUADRA 103 LOTE 07 SALA 107/108, S/N, AV. RECANTO DAS EMAS, RECANTO DAS EMAS, CEP 72600300, Brasilia/DF",27,4,multi_unidade,(06) 1333-2000,fixo,+550613332000,,,,,
0.4050,CLINICA RIBEIRO,53.499.980/0001-85,ME,ARAPOANGA (PLANALTINA),"QUADRA 10 CONJUNTO H, 2A, LOJA  01, ARAPOANGA (PLANALTINA), CEP 73368596, Brasilia/DF",2,1,clinica_institucional,(61) 3389-4970,fixo,+556133894970,,(00) 0000000000,indefinido,,ribeirooliveira2602@gmail.com
0.4050,ODONTO CAPITAL DF LTDA,50.516.630/0001-91,ME,NUCLEO BANDEIRANTE,"AVENIDA CENTRAL BLOCOS 668/674, SN, SALA  02/03, NUCLEO BANDEIRANTE, CEP 71710550, Brasilia/DF",3,1,clinica_geral,(61) 3552-0761,fixo,+556135520761,,(00) 0000000000,indefinido,,odontocapitaldf@gmail.com
0.4050,DR JOAO VICTOR ODONTOLOGIA LTDA,45.493.011/0001-99,ME,PONTE ALTA SUL GAMA,"AVENIDA NUCLEO RURAL CASA GRANDE, 2MD12, PONTE ALTA SUL GAMA, CEP 72460970, Brasilia/DF",4,1,marca_pessoal,(61) 9 9551-2317,celular,+5561995512317,sim,,,,jvcurciomachado@gmail.com
0.4050,GT GISELE TEIXEIRA ODONTOLOGIA LTDA,48.839.436/0001-03,ME,SAMAMBAIA SUL (SAMAMBAIA),"QUADRA QS 110 CONJUNTO 6 LOTE, 4, LOTE  05                  SALA  108, SAMAMBAIA SUL (SAMAMBAIA), CEP 72302530, Brasilia/DF",3,1,clinica_geral,(61) 9 8209-1186,celular,+5561982091186,sim,(00) 0000000000,indefinido,,ronyrobson@gmail.com
0.4050,CLINICA AMC,51.344.097/0001-90,ME,TAGUATINGA NORTE (TAGUATINGA),"QUADRA QNE 6 LOTE, 13, SALA  101, TAGUATINGA NORTE (TAGUATINGA), CEP 72125060, Brasilia/DF",3,1,clinica_geral,(61) 9 8338-0736,celular,+5561983380736,sim,,,,anamariaodontoo@gmail.com
0.4050,ODONTO MAIS,48.042.866/0001-91,ME,TAGUATINGA SUL (TAGUATINGA),"QUADRA QSE 4 LOTE, 01, LOJA  01                        PARTE A, TAGUATINGA SUL (TAGUATINGA), CEP 72025040, Brasilia/DF",3,1,clinica_geral,(61) 9 8256-9973,celular,+5561982569973,sim,(00) 0000000000,indefinido,,nilsonspires@hotmail.com
0.4050,BARRETO ODNTOLOGIA INTEGRADA IOB,54.145.421/0001-30,ME,TAGUATINGA NORTE (TAGUATINGA),"QUADRA QNM 34 AREA ESPECIAL 1, SN, SALA  2408 TORRE A, TAGUATINGA NORTE (TAGUATINGA), CEP 72145450, Brasilia/DF",2,1,clinica_geral,(61) 9 9254-5478,celular,+5561992545478,sim,(00) 0000000000,indefinido,,barretoodntologiaintegrada@gmail.com
0.4050,JACOBINA ODONTOLOGIA,49.794.873/0001-02,ME,TAGUATINGA NORTE (TAGUATINGA),"QUADRA QNE 26 LOTE, 10, SALA  10                        PARTE A                   TERCEIRO ANDAR, TAGUATINGA NORTE (TAGUATINGA), CEP 72125260, Brasilia/DF",3,1,clinica_geral,(61) 3022-1557,fixo,+556130221557,,(00) 0000000000,indefinido,,genilson@mirandacontabilidade.com
0.4050,ODONTOLOGIA INOVADORA,48.561.069/0001-10,ME,SETOR RESIDENCIAL MESTRE D'ARMAS (PLANALTINA),"QUADRA QUADRA 11 GLEBA I CHACARA 02 JARDIM MORUMBI, SN, SETOR RESIDENCIAL MESTRE D'ARMAS (PLANALTINA), CEP 73307990, Brasilia/DF",3,1,clinica_geral,(61) 9 9807-8499,celular,+5561998078499,sim,(00) 0000000000,indefinido,,fabmorena10@gmail.com
0.4050,LUMINAR ODONTOLOGIA,54.866.539/0001-57,ME,TAGUATINGA,"SETOR SETOR A NORTE QNA 4 LT 33, S/N, SALA  102, TAGUATINGA, CEP 72110040, Brasilia/DF",2,1,clinica_geral,(61) 9 9451-2585,celular,+5561994512585,sim,(00) 0000000000,indefinido,,grupoluminar.expertise@gmail.com
0.4050,H I ODONTOLOGIA E EDUCACAO,46.908.108/0001-88,ME,GUARA II,"QUADRA QE 15 CONJUNTO Y, S/N, CASA  01, GUARA II, CEP 71050231, Brasilia/DF",4,1,clinica_geral,(61) 9 8210-3630,celular,+5561982103630,sim,(00) 0000000000,indefinido,,mveppo@gmail.com
0.4050,TIA LARYSSA ODONTOPEDIATRIA,44.865.156/0001-00,ME,SETOR INDUSTRIAL (GAMA),"QUADRA QI 01 LOTE 60/80, S/N, LOJA  05                  EDIF  ROSSI SPLENDORI, SETOR INDUSTRIAL (GAMA), CEP 72445010, Brasilia/DF",4,1,clinica_geral,(61) 9 9955-7950,celular,+5561999557950,sim,,,,milsaude0114@gmail.com
0.4050,NL ODONTOLOGIA,51.948.292/0001-20,ME,GAMA,"SETOR SETOR OESTE Q 29 CQ LT 3, S/N, APT   103, GAMA, CEP 72420290, Brasilia/DF",3,1,clinica_geral,(61) 9 9815-6431,celular,+5561998156431,sim,(00) 0000000000,indefinido,,dra.nathalialr@gmail.com
0.4050,SAUDE BUCAL,47.506.595/0001-15,ME,TAGUATINGA,"SETOR SETOR B NORTE QNB 1 LT 9, S/N,       PARTE A, TAGUATINGA, CEP 72115010, Brasilia/DF",4,1,clinica_geral,(61) 9 8637-4946,celular,+5561986374946,sim,,,,saudebucallodonto@gmail.com
0.4050,SHIZA ODONTOLOGIA,49.540.801/0001-39,ME,GUARA II,"QUADRA QI 33 BLOCO A SALA, 206, EDIF  PEDRO TEIXEIRA, GUARA II, CEP 71065330, Brasilia/DF",3,1,clinica_geral,(61) 9 8344-9701,celular,+5561983449701,sim,,,,shiza.odonto@gmail.com
0.4050,DRA SOCORRO OLIVEIRA,47.542.313/0001-35,ME,SOBRADINHO,"QUADRA QUADRA 5 COMERCIO LOCAL, 11, SALA  102, SOBRADINHO, CEP 73031530, Brasilia/DF",4,1,marca_pessoal,(61) 9 8134-2366,celular,+5561981342366,sim,,,,socorroliveira0302@gmail.com
0.4050,THAIS MELO SERVICO ODONTOLOGICO,51.509.513/0001-63,ME,GUARA II,"AREA ESPECIAL AREA ESPECIAL 4, LOTE E, APT   1702                BLOCO B                   COND  RES ISLA LIFE STYLE, GUARA II, CEP 71070640, Brasilia/DF",3,1,marca_pessoal,(31) 9 9776-3757,celular,+5531997763757,sim,(00) 0000000000,indefinido,,thaislimacoutinho@hotmail.com
0.4050,UNIORTOFACE,47.305.553/0001-16,ME,SAMAMBAIA NORTE (SAMAMBAIA),"QUADRA QS 408 CONJUNTO B LOTE, 02, SALA  102, SAMAMBAIA NORTE (SAMAMBAIA), CEP 72318592, Brasilia/DF",4,1,clinica_geral,(61) 9 8195-9958,celular,+5561981959958,sim,(00) 0000000000,indefinido,,daysouza86@gmail.com
0.4050,ZURC - ODONTOLOGIA SISTEMICA,51.764.542/0001-71,ME,GUARA,"SETOR SGCV LT 10, S/N, APT   1009                BLOCO B, GUARA, CEP 71215600, Brasilia/DF",3,1,clinica_geral,(61) 9 9661-6375,celular,+5561996616375,sim,(00) 0000000000,indefinido,,amandagentilcruz@gmail.com
0.4050,C2K ODONTOLOGIA,53.186.791/0001-52,ME,TAGUATINGA NORTE (TAGUATINGA),"QUADRA CNB 11 LOTE 09 SALA 403 - PARTE 01, S/N, TAGUATINGA NORTE (TAGUATINGA), CEP 72115115, Brasilia/DF",2,1,clinica_geral,(61) 9 9265-3574,celular,+5561992653574,sim,(00) 0000000000,indefinido,,clarakeiko107@gmail.com
0.4050,ORALART ODONTOLOGIA,50.459.714/0001-30,ME,SETOR LESTE (GAMA),"QUADRA QUADRA 42, 79, SETOR LESTE (GAMA), CEP 72465420, Brasilia/DF",3,1,clinica_geral,(61) 9 9301-1293,celular,+5561993011293,sim,(00) 0000000000,indefinido,,oralartt42@gmail.com
0.4040,BR ODONTOLOGIA LTDA,50.205.971/0001-46,ME,SETOR DE HABITACOES INDIVIDUAIS SUL,"QUADRA CL SHIS QI 11 BLOCO S, SN, SALA  210, SETOR DE HABITACOES INDIVIDUAIS SUL, CEP 71625680, Brasilia/DF",3,1,clinica_geral,(61) 3264-9240,fixo,+556132649240,,,,,brunoamaralodontologia@gmail.com
0.4040,DR. LUISMAR,59.174.582/0001-75,ME,CEILANDIA SUL (CEILANDIA),"QUADRA QNN 2 CONJUNTO A LOTE, 46, SALA  101, CEILANDIA SUL (CEILANDIA), CEP 72220021, Brasilia/DF",1,1,marca_pessoal,(61) 3355-2398,fixo,+556133552398,,(00) 0000000000,indefinido,,processoselicondf@gmail.com
0.4040,SORRIVIDA,59.172.930/0001-75,ME,CEILANDIA NORTE (CEILANDIA),"QUADRA QNN 1 CONJUNTO A LOTE 3, S/N, SALA  101/102/103/104, CEILANDIA NORTE (CEILANDIA), CEP 72225011, Brasilia/DF",1,1,clinica_geral,(61) 3710-8228,fixo,+556137108228,,(00) 0000000000,indefinido,,sorrimaniaceilandia@gmail.com
0.4020,D. M. CASTRO DE ABREU LTDA,37.191.786/0001-81,ME,SETOR DE HABITACOES INDIVIDUAIS SUL,"QUADRA SHIS QI 9 BLOCO E2 SALA, 111, SETOR DE HABITACOES INDIVIDUAIS SUL, CEP 71625176, Brasilia/DF",6,1,clinica_geral,(61) 9 9639-1213,celular,+5561996391213,sim,,,,deh.ca@hotmail.com
0.4020,CONSULTORIO DENTAL CARD,28.993.671/0001-10,ME,BRASILIA,"SETOR SCS  QUADRA 01  BLOCO L  SALA, 1104, EDIF  MARCIA, BRASILIA, CEP 70301000, Brasilia/DF",8,1,clinica_geral,(61) 9 8430-1567,celular,+5561984301567,sim,,,,clinicadentalcarddf@gmail.com
0.4020,ORAL DENTE,36.390.659/0001-49,ME,RECANTO DAS EMAS,"AVENIDA RECANTO QUADRA 300 LOTE, 34, SALA  102, RECANTO DAS EMAS, CEP 72620159, Brasilia/DF",6,1,clinica_geral,(61) 3082-0754,fixo,+556130820754,,(61) 9 9803-0269,celular,+5561998030269,silvia.emc@hotmail.com
0.4020,CLASSE A ODONTOLOGIA,41.162.908/0001-89,ME,CANDANGOLANDIA,"QUADRA QR 3 CONJUNTO F, 49, CASA  49                  LETRA B, CANDANGOLANDIA, CEP 71725306, Brasilia/DF",5,1,clinica_geral,(61) 9 8374-0136,celular,+5561983740136,sim,,,,classeaodontologia4@gmail.com
0.4020,LIRA MULTICLINICA,34.197.618/0001-05,ME,CEILANDIA SUL (CEILANDIA),"QUADRA QNM 23 CJ O LT 23, SN, CEILANDIA SUL (CEILANDIA), CEP 72215245, Brasilia/DF",7,1,clinica_geral,(61) 9 8601-2323,celular,+5561986012323,sim,,,,liraodontologia@gmail.com
0.4020,ODONTOLOGIA P&D,28.361.980/0001-77,ME,PLANO PILOTO,"SETOR SCS Q 1 BL M, S/N, SALA  1104 PARTE 042, PLANO PILOTO, CEP 70305900, Brasilia/DF",9,1,clinica_geral,(61) 9 8400-4154,celular,+5561984004154,sim,,,,odontologiaped@gmail.com
0.4020,SR ODONTOLOGIA INTEGRADA,42.368.394/0001-85,ME,SETOR RESIDENCIAL OESTE (SAO SEBASTIAO),"QUADRA 201 CONJUNTO 14, SN, LOTE  01, SETOR RESIDENCIAL OESTE (SAO SEBASTIAO), CEP 71692442, Brasilia/DF",5,1,clinica_geral,(61) 9 9623-1049,celular,+5561996231049,sim,,,,odontointegradasr@gmail.com
0.4020,CLINICA JUNCAL - SERVICOS MEDICOS E ODONTOLOGICOS,34.046.911/0001-71,ME,CEILANDIA CENTRO (CEILANDIA),"QUADRA CNM 2 BLOCO B SALAS 215 E 216, SN, CEILANDIA CENTRO (CEILANDIA), CEP 72210502, Brasilia/DF",7,1,clinica_geral,(61) 9 9119-8606,celular,+5561991198606,sim,,,,isadorajuncal@hotmail.com
0.4020,DL ODONTOLOGIA,46.866.766/0001-54,ME,CEILANDIA CENTRO (CEILANDIA),"QUADRA CNM 2 LT B, S/N, EDIF  COSTA AZUL          SALA  320, CEILANDIA CENTRO (CEILANDIA), CEP 72210502, Brasilia/DF",4,1,clinica_geral,(61) 9 8385-3888,celular,+5561983853888,sim,(00) 0000000000,indefinido,,dlodontoclinica@gmail.com
0.4020,LULE ODONTOLOGIA CRIATIVE,47.815.889/0001-29,ME,SETOR LESTE (VILA ESTRUTURAL),"QUADRA QUADRA 1 CONJUNTO 1, LOTE 3, LOJA  01, SETOR LESTE (VILA ESTRUTURAL), CEP 71261015, Brasilia/DF",3,1,clinica_institucional,(61) 9 9969-7513,celular,+5561999697513,sim,,,,contato@ceconcontabilidade.com
0.4010,ODONTOCOMPANY SOBRADINHO,54.565.732/0001-58,ME,SOBRADINHO II,"AVENIDA AR 9 CJ 10 LT 18, S/N, SETOR OESTE, SOBRADINHO II, CEP 73062010, Brasilia/DF",2,1,clinica_geral,(61) 9 9618-7943,celular,+5561996187943,sim,(00) 0000000000,indefinido,,contagil@gmail.com
0.4000,SUBLIME ODONTOLOGIA,51.459.319/0001-10,ME,VILA SAO JOSE (BRAZLANDIA),"QUADRA 36 CONJUNTO E LOTE, 15, SLJ   01 SALA 01, VILA SAO JOSE (BRAZLANDIA), CEP 72736005, Brasilia/DF",3,1,clinica_geral,(61) 3479-4241,fixo,+556134794241,,(00) 0000000000,indefinido,,denilson.prata@hotmail.com
0.4000,V&B ODONTOLOGIA INTEGRADA,47.819.620/0001-10,ME,SETOR DE HABITACOES INDIVIDUAIS SUL,"QUADRA SHIS QI 28 CONJUNTO 14, SN, SETOR DE HABITACOES INDIVIDUAIS SUL, CEP 71670340, Brasilia/DF",3,1,clinica_geral,(61) 9 9648-5771,celular,+5561996485771,sim,(00) 0000000000,indefinido,,ab2contabilidade@gmail.com
0.4000,SORRIA DF,59.464.757/0001-89,ME,SAMAMBAIA,"SETOR SAMAMBAIA SUL QS 111 CJ I LT 2, S/N, LOJA  01, SAMAMBAIA, CEP 72301554, Brasilia/DF",1,1,clinica_geral,(61) 9 9978-7857,celular,+5561999787857,sim,(00) 0000000000,indefinido,,sorriadfodonto@gmail.com
0.4000,ESPACO ODONTOLOGICO BRUNO BARRETO,59.426.187/0001-32,ME,SETOR RESIDENCIAL LESTE (PLANALTINA),"QUADRA 3 CONJUNTO A LOTE, 55, PAVMTO01                  SALA  02, SETOR RESIDENCIAL LESTE (PLANALTINA), CEP 73350301, Brasilia/DF",1,1,clinica_geral,(61) 3389-1521,fixo,+556133891521,,(00) 0000000000,indefinido,,brunobarreto84@gmail.com
0.3970,DRA JOANA RODRIGUES ODONTOLOGIA,49.927.237/0001-01,ME,ZONA INDUSTRIAL (GUARA),"SETOR SGCV LOTE 10 BLOCO E, SN, APT   1006                EDIF  VENICE PARK, ZONA INDUSTRIAL (GUARA), CEP 71215100, Brasilia/DF",3,1,marca_pessoal,(61) 9 8206-9461,celular,+5561982069461,sim,(00) 0000000000,indefinido,,drajoanrs@gmail.com
0.3970,ODONTOLIZZ,51.718.089/0001-67,ME,TAGUATINGA SUL (TAGUATINGA),"QUADRA QSE 9, S/N, LOTE  14, TAGUATINGA SUL (TAGUATINGA), CEP 72025090, Brasilia/DF",3,1,clinica_geral,(61) 9 9398-8903,celular,+5561993988903,sim,(00) 0000000000,indefinido,,moniquehblenda@gmail.com
0.3970,ORAL FACIS,45.184.479/0001-00,ME,TAGUATINGA NORTE (TAGUATINGA),"QUADRA CND QUADRA 2 LOTE 20 SALA, 6, TAGUATINGA NORTE (TAGUATINGA), CEP 72125020, Brasilia/DF",4,1,clinica_geral,(61) 9 8473-4407,celular,+5561984734407,sim,,,,contato@facilite.co
0.3970,THAWANY GONTIJO,43.915.527/0001-59,ME,SETOR CENTRAL (GAMA),"QUADRA QUADRA 55 LOTE 3/6, 307, SETOR CENTRAL (GAMA), CEP 72405550, Brasilia/DF",4,1,clinica_geral,(61) 9 9620-4506,celular,+5561996204506,sim,,,,thawanygontijo@gmail.com
0.3970,MEDINA ODONTOLOGIA,47.119.002/0001-68,ME,RIACHO FUNDO I,"QUADRA QS 10 CONJUNTO 5B, 01, CASA, RIACHO FUNDO I, CEP 71825115, Brasilia/DF",4,1,clinica_geral,(61) 9 9959-1232,celular,+5561999591232,sim,,,,rafa.carvalho.medina@gmail.com
0.3970,YTALLO DE SOUZA MARTINS ODONTOLOGIA,43.503.456/0001-87,ME,RIACHO FUNDO I,"CHACARA CHACARA 14 (COLONIA AGRICOLA SUCUPIRA), 4B, RIACHO FUNDO I, CEP 71827685, Brasilia/DF",4,1,clinica_geral,(61) 9 9111-1275,celular,+5561991111275,sim,,,,ytallomartins@hotmail.com
0.3970,DRAISABELLA SERVICOS ODONTOLOGICOS,51.396.248/0001-54,ME,SETOR HABITACIONAL MESTRE D'ARMAS (PLANALTINA),"QUADRA 12 MODULO 6 ESTANCIA 1 MODULO F, SN, CASA  27 A, SETOR HABITACIONAL MESTRE D'ARMAS (PLANALTINA), CEP 73401095, Brasilia/DF",3,1,clinica_geral,(61) 9 8138-5577,celular,+5561981385577,sim,(00) 0000000000,indefinido,,isabellavieira127@gmail.com
0.3970,JM ODONTOLOGIA,49.803.658/0001-20,ME,SETOR RESIDENCIAL LESTE (PLANALTINA),"QUADRA QUADRA 2 CONJUNTO A, 58, SETOR RESIDENCIAL LESTE (PLANALTINA), CEP 73350201, Brasilia/DF",3,1,clinica_geral,(61) 9 8104-0528,celular,+5561981040528,sim,(00) 0000000000,indefinido,,dra.layanecavalcante@gmail.com
0.3960,JP ODONTO,57.034.030/0001-36,ME,CEILANDIA,"SETOR SETOR M NORTE CNM 2 LT B, S/N, SALA  312                 EDIF  COSTA AZUL, CEILANDIA, CEP 72210502, Brasilia/DF",2,1,clinica_geral,(61) 9 9975-1981,celular,+5561999751981,sim,(00) 0000000000,indefinido,,joaopaulodeolviera@gmail.com
0.3960,MASTER ODONTO,53.736.139/0001-64,ME,SETOR NORTE (BRAZLANDIA),"QUADRA QUADRA 6 LOTE, 02, SETOR NORTE (BRAZLANDIA), CEP 72710060, Brasilia/DF",2,1,clinica_geral,(61) 9 9157-5321,celular,+5561991575321,sim,(00) 0000000000,indefinido,,master.odontobraz@gmail.com
0.3960,MB BARBOSA CONSULTORIO ODONTOLOGICO,59.063.337/0001-90,ME,CEILANDIA SUL (CEILANDIA),"QUADRA EQNP 10/14 BLOCO B (COMERCIO) SALA, 107, LOTE  1 A 6, CEILANDIA SUL (CEILANDIA), CEP 72231502, Brasilia/DF",1,1,clinica_geral,(61) 9 9219-0559,celular,+5561992190559,sim,(00) 0000000000,indefinido,,marab.barbosa@hotmail.com
0.3960,CORA,55.815.795/0001-88,ME,RECANTO DAS EMAS,"AVENIDA RECANTO DAS EMAS QUADRA 205 LOTES 1/2, S/N, LOJA  230                 EDIF  CENTRO SOL CENTER, RECANTO DAS EMAS, CEP 72610500, Brasilia/DF",2,1,clinica_geral,(61) 9 9802-4586,celular,+5561998024586,sim,(00) 0000000000,indefinido,,co.rochaaires@gmail.com
0.3960,DRA. ISABELLA FERNANDES ONDONTO,46.183.949/0001-75,ME,ARAPOANGA (PLANALTINA),"QUADRA 9 CONJUNTO H, 22, ARAPOANGA (PLANALTINA), CEP 73368578, Brasilia/DF",4,1,marca_pessoal,(61) 9 8150-5476,celular,+5561981505476,sim,(00) 0000000000,indefinido,,draisabella.s@gmail.com
0.3960,CLINIC ODONTO,45.352.664/0001-58,ME,CONDOMINIO MESTRE D'ARMAS (PLANALTINA),"MODULO A LOTE, 09, LOJA  02, CONDOMINIO MESTRE D'ARMAS (PLANALTINA), CEP 73403503, Brasilia/DF",4,1,clinica_geral,(61) 9 9571-1103,celular,+5561995711103,sim,,,,dranaglypereira@gmail.com
