posicao,nota_capacidade,razao_social,nome_fantasia,cnpj_formatado,cnae,cnae_descricao,endereco,bairro,municipio,telefone,telefone_2,email,data_inicio_atividade,idade_meses,porte,porte_desc,opcao_simples,capital_social,n_unidades_br,n_unidades_df,n_ufs,natureza_juridica_desc,tipo_negocio,franquia,endereco_suspeito,n_cnpjs_mesma_sala,n_cnpjs_mesmo_predio,origem_recorte,validado_receita,validacao_data,validacao_situacao,nota_capacidade_conta
2356,31,IB ODONTOLOGIA - UNIDADE GAMA LTDA,IB ODONTOLOGIA - UNIDADE GAMA,16.548.744/0001-85,8630504,Atividade odontológica,"QUADRA 01, SN, LOTE  03                  LOJA  01 E 02, SETOR SUL GAMA, CEP 72410100, Brasilia/DF",SETOR SUL GAMA,Brasilia/DF,(61) 36224525,,,2012-07-10,169,1,ME - Microempresa (ate R$360 mil/ano),Sim,5000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,8,cnae_principal,,,,porte 5 + capital_social 4 + n_unidades 4 + regime_tributario 6 + maturidade 12 = 31 | NOTA 31/100
2357,31,ODONTOCLINICA SAO SEBASTIAO LTDA,ODONTOCLINICA SAO SEBATIAO,18.198.871/0001-27,8630504,Atividade odontológica,"QUADRA 201, SN, CONJ  13                  LOTE  02, RESIDENCIAL OESTE, SAO SEBASTIAO, CEP 71692439, Brasilia/DF","RESIDENCIAL OESTE, SAO SEBASTIAO",Brasilia/DF,(61) 36224525,,,2013-05-24,159,1,ME - Microempresa (ate R$360 mil/ano),Sim,5000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,5,cnae_principal,,,,porte 5 + capital_social 4 + n_unidades 4 + regime_tributario 6 + maturidade 12 = 31 | NOTA 31/100
2358,31,ODONTUS CENTRO ODONTOLOGICO LTDA,ODONTUS,17.343.156/0001-78,8630504,Atividade odontológica,"RUA DA GAMELEIRA, 181, CENTRO (SAO SEBASTIAO), CEP 71691085, Brasilia/DF",CENTRO (SAO SEBASTIAO),Brasilia/DF,(61) 81716620,,odontuss@outlook.com,2012-11-30,165,1,ME - Microempresa (ate R$360 mil/ano),Sim,5000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 5 + capital_social 4 + n_unidades 4 + regime_tributario 6 + maturidade 12 = 31 | NOTA 31/100
2359,31,S.A SORRISO CLINICA ODONTOLOGICA LTDA,S.A SORRISO CLINICA ODONTOLOGICA,19.897.522/0001-66,8630504,Atividade odontológica,"SETOR SDS BLOCO A, SN, SALA  122 E 124                 CENTRO COM BOULEVARD, ASA SUL, CEP 70391900, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 84153163,,clinicaseasorriso@gmail.com,2014-03-06,149,1,ME - Microempresa (ate R$360 mil/ano),Sim,5000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,11,cnae_principal,,,,porte 5 + capital_social 4 + n_unidades 4 + regime_tributario 6 + maturidade 12 = 31 | NOTA 31/100
2360,31,DUARTE ODONTOLOGIA LTDA,COB - CLINICA ODONTOLOGICA BRASILIA,10.373.585/0001-49,8630504,Atividade odontológica,"VILA TECNOLOGICA QE 03 CJ C LOTE, 01, LOJA  04, QUADRAS ECONOMICAS LUCIO COSTA, CEP 71100133, Brasilia/DF",QUADRAS ECONOMICAS LUCIO COSTA,Brasilia/DF,(61) 30375778,,,2008-09-26,215,1,ME - Microempresa (ate R$360 mil/ano),Sim,3000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 2 + n_unidades 4 + regime_tributario 6 + maturidade 14 = 31 | NOTA 31/100
2361,31,ASTRIX ORTOPEDIA FUNCIONAL DOS MAXILARES LTDA,ASTRIX ORTOPEDIA FUNCIONAL DOS MAXILARES LTDA,07.802.349/0001-96,8630504,Atividade odontológica,"SETOR SHIN CA 05 LOTE B1 BLOCO B1, SN, SALA  101 E 102           PAVMTO1, SETOR DE HABITACOES INDIVIDUAIS NORTE, CEP 71503505, Brasilia/DF",SETOR DE HABITACOES INDIVIDUAIS NORTE,Brasilia/DF,(61) 34681255,,letrixia@hotmail.com,2005-12-21,248,1,ME - Microempresa (ate R$360 mil/ano),Sim,2000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,86,cnae_principal,,,,porte 5 + capital_social 2 + n_unidades 4 + regime_tributario 6 + maturidade 14 = 31 | NOTA 31/100
2362,31,UNIDADE DE TERAPIA ODONTOLOGICA LTDA,UNIDADE DE TERAPIA ODONTOLOGICA,02.429.349/0001-79,8630504,Atividade odontológica,"QUADRA QI 7 BLOCO B LOTE, 5, SALA  102, GUARA I, CEP 71020626, Brasilia/DF",GUARA I,Brasilia/DF,(61) 99821156,,,1998-03-25,341,1,ME - Microempresa (ate R$360 mil/ano),Sim,1000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,3,cnae_principal,,,,porte 5 + capital_social 2 + n_unidades 4 + regime_tributario 6 + maturidade 14 = 31 | NOTA 31/100
2363,30,CLINICA ODONTOLOGICA CIRURGICA SAMAMBAIA LTDA,ORAL UNIC SAMAMBAIA,57.725.601/0001-89,8630504,Atividade odontológica,"QUADRA QUADRA 202 CONJUNTO 3 LOTE 7 E 8, S/N, SALA  5A E 5B, SAMAMBAIA NORTE (SAMAMBAIA), CEP 72316043, Brasilia/DF",SAMAMBAIA NORTE (SAMAMBAIA),Brasilia/DF,(11) 63036261,(0000) 00000000,oralunicsamambaia@gmail.com,2024-10-17,22,1,ME - Microempresa (ate R$360 mil/ano),Sem registro,200000.00,1,1,1,Sociedade Empresaria Limitada,clinica,sim,nao,1,8,cnae_principal,,,,porte 5 + capital_social 19 + n_unidades 4 + regime_tributario 9 + maturidade 3 = 40 | penalidades: franquia -10 | NOTA 30/100
2364,30,INSTITUTO ODONTOLOGICO ACM LTDA,,55.134.862/0001-07,8630504,Atividade odontológica,"QUADRA CENTRAL SETOR HOTELEIRO BLOCO 3 COMERCIO, 3, SALA  113, SOBRADINHO, CEP 73010533, Brasilia/DF",SOBRADINHO,Brasilia/DF,(61) 81619721,(0000) 00000000,carolwigeneski@gmail.com,2024-05-15,27,1,ME - Microempresa (ate R$360 mil/ano),Sim,150000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 34 | penalidades: sem_nome_fantasia -4 | NOTA 30/100
2365,30,SUELE ANDRADE LOPES LTDA,,56.263.070/0001-97,8630504,Atividade odontológica,"QUADRA EQNL 13/15 BLOCO B, SN, SALA  101, TAGUATINGA NORTE (TAGUATINGA), CEP 72151512, Brasilia/DF",TAGUATINGA NORTE (TAGUATINGA),Brasilia/DF,(61) 33362493,(0000) 00000000,s.andradelopes@yahoo.com.br,2024-08-05,24,1,ME - Microempresa (ate R$360 mil/ano),Sim,150000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 34 | penalidades: sem_nome_fantasia -4 | NOTA 30/100
2366,30,SATYA ODONTOLOGIA LTDA,,55.644.077/0001-96,8630504,Atividade odontológica,"QUADRA SETOR DE GRANDES AREAS SUL, 915, CONJ  N                   SALA  141                 SUBSL 01, ASA SUL, CEP 70390150, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 91493644,(0000) 00000000,satyaodontologia@gmail.com,2024-06-24,26,1,ME - Microempresa (ate R$360 mil/ano),Sim,140000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,97,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 34 | penalidades: sem_nome_fantasia -4 | NOTA 30/100
2367,30,CENTRO ODONTOLOGICO ANDRADE GRECO LTDA,ODONTOCOMPANY CEILANDIA2 DF,43.092.982/0001-00,8630504,Atividade odontológica,"QUADRA EQNO 3/5 BL D LT 1 A 6, S/N, LOJA  5 E 6, CEILANDIA NORTE (CEILANDIA), CEP 72250514, Brasilia/DF",CEILANDIA NORTE (CEILANDIA),Brasilia/DF,(61) 85553864,,ceilandia2@odontocompany.com,2021-08-12,60,1,ME - Microempresa (ate R$360 mil/ano),Sim,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,sim,nao,1,2,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 9 = 40 | penalidades: franquia -10 | NOTA 30/100
2368,30,J & T ORTHO LIDER CONSULTORIO ODONTOLOGICO LTDA,,52.779.492/0001-69,8630504,Atividade odontológica,"QUADRA QNM 1 CJ G LT 1/3, SN, SALA  102, CEILANDIA SUL (CEILANDIA), CEP 72215017, Brasilia/DF",CEILANDIA SUL (CEILANDIA),Brasilia/DF,(61) 34711093,,jorgeluiz_odonto@yahoo.com.br,2023-11-06,33,1,ME - Microempresa (ate R$360 mil/ano),Sim,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,9,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 34 | penalidades: sem_nome_fantasia -4 | NOTA 30/100
2369,30,LUSTOSA & DIAS SERVICOS ODONTOLOGICOS LTDA,ODONTO COMPANY CEILANDIA,27.425.720/0001-55,8630504,Atividade odontológica,"QUADRA QNM 18 CONJUNTO B, SN, LOTE  03                  ANDAR 3, CEILANDIA NORTE (CEILANDIA), CEP 72210182, Brasilia/DF",CEILANDIA NORTE (CEILANDIA),Brasilia/DF,(61) 34717899,,cassionava@gmail.com,2017-03-30,113,1,ME - Microempresa (ate R$360 mil/ano),Sim,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,sim,nao,1,13,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 9 = 40 | penalidades: franquia -10 | NOTA 30/100
2370,30,MEP ODONTOLOGIA LTDA,,58.130.362/0001-87,8630504,Atividade odontológica,"AVENIDA PAU BRASIL, S/N, LOTE  06                  SALA  304, NORTE (AGUAS CLARAS), CEP 71916500, Brasilia/DF",NORTE (AGUAS CLARAS),Brasilia/DF,(61) 82026838,(0000) 00000000,pripoliodonto@gmail.com,2024-11-18,21,1,ME - Microempresa (ate R$360 mil/ano),Sim,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,42,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 34 | penalidades: sem_nome_fantasia -4 | NOTA 30/100
2371,30,O.M.O ODONTOLOGIA LTDA,ODONTOCOMPANY FRANCHISING,33.912.190/0001-72,8630504,Atividade odontológica,"QUADRA QI 12 CONJUNTO I, 74, CASA  ., GUARA I, CEP 71010099, Brasilia/DF",GUARA I,Brasilia/DF,(61) 92235058,,odontocompany.guaradf@gmail.com,2019-06-12,86,1,ME - Microempresa (ate R$360 mil/ano),Sim,100000.00,1,1,1,Sociedade Empresaria Limitada,clinica,sim,nao,1,1,cnae_principal,,,,porte 5 + capital_social 16 + n_unidades 4 + regime_tributario 6 + maturidade 9 = 40 | penalidades: franquia -10 | NOTA 30/100
2372,30,CRBC CONSULTORIO DE REABILITACAO BUCAL DA CEILANDIA LTDA,CRBC,58.525.764/0001-80,8630504,Atividade odontológica,"SETOR SETOR M NORTE CNM 2 BL A LT 11, S/N, CEILANDIA, CEP 72210501, Brasilia/DF",CEILANDIA,Brasilia/DF,(61) 91912076,(0000) 00000000,crbcodonto@gmail.com,2024-12-20,20,1,ME - Microempresa (ate R$360 mil/ano),Sim,90000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,10,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2373,30,VIVIS DENTAL LTDA,VIVI'S DENTAL CENTRO CLINICO ODONTOLOGICO ESPECIALIZADO,58.284.103/0001-00,8630504,Atividade odontológica,"QUADRA QR 312 CJ 8 LT, SN, LOTE  24, SAMAMBAIA SUL (SAMAMBAIA), CEP 72308109, Brasilia/DF",SAMAMBAIA SUL (SAMAMBAIA),Brasilia/DF,(61) 85434391,(0000) 00000000,vivipereira12@hotmail.com,2024-11-29,21,1,ME - Microempresa (ate R$360 mil/ano),Sim,90000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2374,30,ALLIANCE ODONTOLOGIA E ESTETICA LTDA,ALLIANCE ODONTOLOGIA E ESTETICA,56.146.011/0001-39,8630504,Atividade odontológica,"QUADRA QUADRA 4 CONJUNTO J LOTE, 58, SALA  01, SETOR RESIDENCIAL LESTE (PLANALTINA), CEP 73360410, Brasilia/DF",SETOR RESIDENCIAL LESTE (PLANALTINA),Brasilia/DF,(61) 30553535,(0000) 00000000,clinica.alliance.df@gmail.com,2024-07-30,25,1,ME - Microempresa (ate R$360 mil/ano),Sim,85000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,3,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2375,30,ARKADO CLINICA ODONTOLOGICA LTDA,ARKADO CLINICA ODONTOLOGICA,59.418.342/0001-79,8630504,Atividade odontológica,"AVENIDA PAU BRASIL LOTE, 10, SALA  1305                EDIF  LE QUARTIER, SUL (AGUAS CLARAS), CEP 71926000, Brasilia/DF",SUL (AGUAS CLARAS),Brasilia/DF,(61) 85927220,(0000) 00000000,exatacontabilidadeconsultiva@gmail.com,2025-02-12,18,1,ME - Microempresa (ate R$360 mil/ano),Sim,80000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,329,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2376,30,AUSTRIACO & MORGADO ODONTO SAUDE LTDA,ELITE ODONTOLOGIA INTEGRADA,58.359.157/0001-98,8630504,Atividade odontológica,"SETOR SETOR CENTRAL C 2 LT 4/14/15, S/N, SALA  714, TAGUATINGA, CEP 72010020, Brasilia/DF",TAGUATINGA,Brasilia/DF,(61) 33361614,(0000) 00000000,aline_austriaco@hotmail.com,2024-12-05,20,1,ME - Microempresa (ate R$360 mil/ano),Sim,80000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,55,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2377,30,BRITO MACEDO ODONTOLOGIA LTDA,NOB - NUCLEO ODONTOLOGICO BRITO,53.379.016/0001-13,8630504,Atividade odontológica,"QUADRA AVENIDA CENTRAL LOTE 397, S/N, APT   201, NUCLEO BANDEIRANTE, CEP 71710570, Brasilia/DF",NUCLEO BANDEIRANTE,Brasilia/DF,(61) 84560973,(0000) 00000000,brito.macedoodontologia@gmail.com,2024-01-05,31,1,ME - Microempresa (ate R$360 mil/ano),Sim,80000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,8,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2378,30,CLINICA ODONTOLOGICA ESPECIALIZADA ODONTO SAUDE LTDA,ODONTO SAUDE,59.418.332/0001-33,8630504,Atividade odontológica,"QUADRA AR 6 CONJUNTO 1 CASA 07, S/N, SETOR OESTE (SOBRADINHO II), CEP 73060601, Brasilia/DF",SETOR OESTE (SOBRADINHO II),Brasilia/DF,(61) 81420610,(0000) 00000000,odontosaudeclinicaodontologica@gmail.com,2025-02-12,18,1,ME - Microempresa (ate R$360 mil/ano),Sim,80000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,4,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2379,30,M.E.S HARMONIZACAO OROFACIAL LTDA,MARJORIE EMANUELLE HARMONIZACAO OROFACIAL,57.043.041/0001-82,8630504,Atividade odontológica,"SETOR STN CONJUNTO O CONSULTORIO 212, SN, ASA NORTE, CEP 70770911, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 81720793,(0000) 00000000,marjorieemanuelle@hotmail.com,2024-08-28,24,1,ME - Microempresa (ate R$360 mil/ano),Sim,80000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,8,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2380,30,ZIGOMA ODONTOLOGIA ESPECIALIZADA LTDA,ZIGOMA ODONTOLOGIA ESPECIALIZADA,58.809.493/0001-95,8630504,Atividade odontológica,"SETOR SETOR M NORTE QNM 40 CJ G LT 39, S/N, TAGUATINGA, CEP 72146007, Brasilia/DF",TAGUATINGA,Brasilia/DF,(61) 33333333,(0000) 00000000,zigoma@gmail.com,2025-01-13,19,1,ME - Microempresa (ate R$360 mil/ano),Sim,80000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,3,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2381,30,ALTIS ODONTOLOGIA ESPECIALIZADA LTDA,ALTIS ODONTOLOGIA ESPECIALIZADA,55.040.358/0001-30,8630504,Atividade odontológica,"QUADRA QMSW 6 LOTE 5, 64/66, BLOCO G                   LOJA  64                  LOJA  66, SETOR SUDOESTE, CEP 70680619, Brasilia/DF",SETOR SUDOESTE,Brasilia/DF,(62) 93888914,(0000) 00000000,contato@xcomsolucoescontabeis.com.br,2024-05-07,27,1,ME - Microempresa (ate R$360 mil/ano),Sim,70000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2382,30,DR. ANTHONELLE RAMALHO ODONTOLOGIA ESPECIALIZADA LTDA,RAMALHOS ODONTOLOGIA,54.561.078/0001-04,8630504,Atividade odontológica,"QUADRA QUADRA 103 CONJUNTO 16 LOTE, 22, SALA  04, SETOR RESIDENCIAL OESTE (SAO SEBASTIAO), CEP 71692246, Brasilia/DF",SETOR RESIDENCIAL OESTE (SAO SEBASTIAO),Brasilia/DF,(61) 98322403,(0000) 00000000,anthonelle-ramalho@hotmail.com,2024-04-02,28,1,ME - Microempresa (ate R$360 mil/ano),Sim,70000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2383,30,GHBN ODONTOLOGIA LTDA,GHBN ODONTOLOGIA,54.775.724/0001-36,8630504,Atividade odontológica,"QUADRA SCS QUADRA 02 BLOCO C, 99, SALA  113, ASA SUL, CEP 70302000, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 99984347,(0000) 00000000,dr.gustavoimplantodontia@gmail.com,2024-04-17,28,1,ME - Microempresa (ate R$360 mil/ano),Sim,70000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,3,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2384,30,MAYA ODONTOLOGIA ESTETICA E HARMONIZACAO FACIAL LTDA,MAYA ODONTOLOGIA ESTETICA E HARMONIZACAO FACIAL,53.691.202/0001-93,8630504,Atividade odontológica,"QUADRA SEPS 705/905 CONJUNTO B CENTRO EMPRESARIAL ASA SUL, S/N, SALA  432, ASA SUL, CEP 70390055, Brasilia/DF",ASA SUL,Brasilia/DF,(61) 82715888,(0000) 00000000,carlacastrioto.dra@gmail.com,2024-01-29,31,1,ME - Microempresa (ate R$360 mil/ano),Sim,70000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,136,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2385,30,E. D. MACIEL LTDA,ODONTOMAR,55.571.606/0001-79,8630504,Atividade odontológica,"SETOR SETOR SUL Q 2 CJ A LT 20, S/N, ANDAR 3                   SALA  301, GAMA, CEP 72415101, Brasilia/DF",GAMA,Brasilia/DF,(61) 33848334,(0000) 00000000,vrscontabeis@gmail.com,2024-06-18,26,1,ME - Microempresa (ate R$360 mil/ano),Sim,65000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,11,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2386,30,ANA CAROLINE CONSULTORIO ODONTOLOGICO LTDA,ANA CAROLINE CONSULTORIO ODONTOLOGICO,54.478.090/0001-50,8630504,Atividade odontológica,"QUADRA 13 MODULO 5 LOTE, 01, LOJA  01, SETOR HABITACIONAL MESTRE D'ARMAS (PLANALTINA), CEP 73401412, Brasilia/DF",SETOR HABITACIONAL MESTRE D'ARMAS (PLANALTINA),Brasilia/DF,(61) 99017416,(0000) 00000000,anacarolineconsultorioodontologicodf.ltda@gmail.com,2024-03-26,29,1,ME - Microempresa (ate R$360 mil/ano),Sim,60000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2387,30,BUENO ODONTOLOGIA LTDA,BUENO ODONTOLOGIA,57.162.681/0001-01,8630504,Atividade odontológica,"QUADRA 08 BLOCO 9 LOTE, 07, LOJA  SUBSOLO, SOBRADINHO, CEP 73005509, Brasilia/DF",SOBRADINHO,Brasilia/DF,(61) 35918202,(0000) 00000000,buenofernandamarques@gmail.com,2024-09-05,23,1,ME - Microempresa (ate R$360 mil/ano),Sim,60000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2388,30,CENTRO ODONTOLOGICO MARIANNA GARCIA LTDA,CENTRO ODONTOLOGICO MARIANNA GARCIA,53.633.346/0001-93,8630504,Atividade odontológica,"QUADRA QS 6 CONJUNTO 3 LOTE 25 SALA, 103, RIACHO FUNDO I, CEP 71820603, Brasilia/DF",RIACHO FUNDO I,Brasilia/DF,(61) 92759121,(0000) 00000000,c.o.mariannagarcia@gmail.com,2024-01-24,31,1,ME - Microempresa (ate R$360 mil/ano),Sim,60000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,2,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2389,30,CLINICA ODONTO ON FACE GUARA LTDA,CLINICA ODONTO ON FACE - GUARA,54.340.917/0001-64,8630504,Atividade odontológica,"QUADRA QE 15 BLOCO B, 10, GUARA II, CEP 71050621, Brasilia/DF",GUARA II,Brasilia/DF,(61) 93381985,(0000) 00000000,odontoonfaceguara@gmail.com,2024-03-15,29,1,ME - Microempresa (ate R$360 mil/ano),Sim,60000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2390,30,CLINICA ODONTOLOGICA DRA. TAYNA ALMEIDA LTDA,CLINICA ODONTOLOGICA DRA. TAYNA ALMEIDA,58.802.207/0001-60,8630504,Atividade odontológica,"QUADRA QNO 1 CONJUNTO H LOTE 19, 19,       SETOR O, CEILANDIA NORTE (CEILANDIA), CEP 72250108, Brasilia/DF",CEILANDIA NORTE (CEILANDIA),Brasilia/DF,(61) 83184468,(0000) 00000000,assessoriacontabil.ber@gmail.com,2025-01-13,19,1,ME - Microempresa (ate R$360 mil/ano),Sim,60000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2391,30,CLL ODONTOLOGIA INTEGRADA LTDA,ILLUMINAR ODONTOLOGIA INTEGRADA E ESTETICA,55.154.682/0001-89,8630504,Atividade odontológica,"QUADRA 03, IGREJA, SALA  134, SETOR INDUSTRIAL (SOBRADINHO), CEP 73020030, Brasilia/DF",SETOR INDUSTRIAL (SOBRADINHO),Brasilia/DF,(61) 81389232,(0000) 00000000,clinicailluminar@gmail.com,2024-05-16,27,1,ME - Microempresa (ate R$360 mil/ano),Sim,60000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,1,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2392,30,ELEVE ESPECIALIDADES ODONTOLOGICAS LTDA,CLINICA ELEVE ESPECIALIDADES EM ODONTOLOGIA,53.460.738/0001-06,8630504,Atividade odontológica,"QUADRA QUADRA 4 CONJUNTO C, 40, SALA  SOBRELOJA, SETOR RESIDENCIAL LESTE (PLANALTINA), CEP 73360403, Brasilia/DF",SETOR RESIDENCIAL LESTE (PLANALTINA),Brasilia/DF,(61) 93218112,(0000) 00000000,odontologiaeleve@gmail.com,2024-01-11,31,1,ME - Microempresa (ate R$360 mil/ano),Sim,60000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,6,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2393,30,IRCOI ODONTOLOGIA LTDA,IRCOI ODONTOLOGIA INTEGRADA,52.755.670/0001-11,8630504,Atividade odontológica,"SETOR SRTVN QUADRA 701 CONJUNTO C, 124, SALA  130/132 ALA B, ASA NORTE, CEP 70719030, Brasilia/DF",ASA NORTE,Brasilia/DF,(61) 96534403,,ircoi.odontologia@gmail.com,2023-11-01,33,1,ME - Microempresa (ate R$360 mil/ano),Sim,60000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,68,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2394,30,SEMEAR ODONTOLOGIA LTDA,SEMEAR ODONTOLOGIA,54.958.188/0001-04,8630504,Atividade odontológica,"RUA 5 CHACARA 118 LOTE, 16, LOJA  01 E 02, SETOR HABITACIONAL VICENTE PIRES, CEP 72006040, Brasilia/DF",SETOR HABITACIONAL VICENTE PIRES,Brasilia/DF,(61) 81535406,(0000) 00000000,excelencia.contabil@hotmail.com,2024-05-01,27,1,ME - Microempresa (ate R$360 mil/ano),Sim,60000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,5,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
2395,30,VL ODONTOLOGIA ESTETICA LTDA,VL ODONTOLOGIA ESTETICA,53.106.443/0001-28,8630504,Atividade odontológica,"QUADRA QR 405 CJ 10 LT 27, S/N, SAMAMBAIA, CEP 72319210, Brasilia/DF",SAMAMBAIA,Brasilia/DF,(61) 82272552,,vlodontologiaestetica@gmail.com,2023-12-05,32,1,ME - Microempresa (ate R$360 mil/ano),Sim,60000.00,1,1,1,Sociedade Empresaria Limitada,clinica,nao,nao,1,5,cnae_principal,,,,porte 5 + capital_social 12 + n_unidades 4 + regime_tributario 6 + maturidade 3 = 30 | NOTA 30/100
