cnpj_basico,cnpj,identificador_matriz_filial,razao_social,nome_fantasia,cnae_fiscal_principal,cnae_descricao,origem_recorte,cnae_fiscal_secundaria,logradouro,numero,complemento,bairro,cep,id_municipio,telefone_1,telefone_2,email,data_inicio_atividade,idade_meses,porte,capital_social,natureza_juridica,opcao_simples,data_opcao_simples,opcao_mei,n_unidades_df,n_unidades_br,n_ufs,n_cnpjs_no_endereco,endereco_suspeito
01225848,01225848000181,1,LEILA MARIA DUARTE AGUIAR DUTRA CLINICA DE ODONTOLOGIA LTDA,,8630504,Atividade odontológica,cnae_principal,,CNM 02 LOTE B SALA,117,ED COSTA AZUL,CEILANDIA,72210502,5300108,(61) 3725050,,,1996-05-31,363,5,5000.0,2062,0,2015-01-01,0,1,1,1,1,false
42786218,42786218000163,1,JOAO VICTOR LOPES FERREIRA RIBEIRO LTDA,LOPES RIBEIRO ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,,SETOR SHCS SQS 212 BL C,S/N,APT   409,PLANO PILOTO,70275030,5300108,(61) 99496070,,leonardocontador21@gmail.com,2021-07-20,61,3,5000.0,2062,1,2025-01-01,0,1,1,1,3,false
53186791,53186791000152,1,C2K ODONTOLOGIA LTDA,C2K ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA CNB 11 LOTE 09 SALA 403 - PARTE 01,S/N,,TAGUATINGA NORTE (TAGUATINGA),72115115,5300108,(61) 92653574,(0000) 00000000,clarakeiko107@gmail.com,2023-12-13,32,1,5000.0,2062,,,,1,1,1,31,true
59081384,59081384000167,1,ORAL PREV SERVICOS DE ODONTOLOGIA LTDA,PREV ORAL,8630504,Atividade odontológica,cnae_principal,,QUADRA QNM 18 CONJUNTO B LOTE 02,S/N,LOJA  02 PARTE A,CEILANDIA NORTE (CEILANDIA),72210182,5300108,(61) 30470040,(61) 30655134,prevoralcontabilidade@gmail.com,2025-01-24,19,1,5000.0,2062,1,2025-01-24,0,1,1,1,9,false
48340250,48340250000105,1,LARISSA CHIOZINI BITTENCOURT SERVICOS ODONTOLOGICOS LTDA,,8630504,Atividade odontológica,cnae_principal,,ENTRE QUADRA EQ 31/33 CENTRO COMUNAL II,LOTE 5,SALA  428,GUARA II,71065901,5300108,(17) 35221153,,lazarincontabilidade@hotmail.com,2022-10-19,46,1,5000.0,2062,1,2024-01-01,0,1,1,1,1,false
55788567,55788567000166,1,SENA ODONTOLOGIA LTDA,SENA ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,AVENIDA SIBIPIRUNA LOTE,11,BLOCO B                   APT   1703,SUL (AGUAS CLARAS),71928720,5300108,(61) 83411561,(0000) 00000000,sarahsena0507@gmail.com,2024-07-03,25,1,5000.0,2062,1,2024-07-03,0,1,1,1,52,true
04377357,04377357000144,1,ORTODONTIA INTEGRADA DE SOBRADINHO LTDA,NORTOS - NUCLEO DE ORTODONTIA DO SORRISO,8630504,Atividade odontológica,cnae_principal,8599699,QUADRA 06 AREA RESERVADA,AR 4,SALA  106 113 E 114,SOBRADINHO,73025060,5300108,(61) 30343344,,clinicanortos@hotmail.com,2001-03-01,305,1,5000.0,2062,1,2015-01-01,0,1,1,1,2,false
36309959,36309959000150,1,DENTHALHE PINHEIRO CONSULTORIO ODONTOLOGICO UNIPESSOAL LTDA,DENTHALHE PINHEIRO,8630504,Atividade odontológica,cnae_principal,,SETOR SCS QUADRA 1,1,BLOCO B                   ANDAR 3                   SALA  313 E 314           EDIF  MARISTELA,ASA SUL,70308900,5300108,(61) 81267078,,,2020-02-10,78,3,5000.0,2062,0,2021-01-01,0,1,1,1,5,false
40448970,40448970000179,1,BELLA CINTRA ODONTOLOGIA LTDA,BELLA CINTRA ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,RUA 25 NORTE LOTE 05 EDIFICIO VITALI ARQUITETURA DE LAZER,S/N,      TORRE D             APT   912,NORTE (AGUAS CLARAS),71917180,5300108,(61) 91370549,,bellacintraodontologia@gmail.com,2021-01-18,67,1,5000.0,2062,0,2021-01-18,0,1,1,1,27,true
28076987,28076987000147,1,BIOS ODONTOLOGIA ESPECIALIZADA LTDA,BIOS ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,,QUADRA SHIS CL QI 11 LOTE O SALA,136,,LAGO SUL,71625645,5300108,(61) 30334944,,processos@agenciacontabil.com.br,2017-06-30,110,1,5000.0,2062,,,,1,1,1,1,false
32639606,32639606000168,1,VENTURY ODONTOLOGIA LTDA,VENTURY ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,"AVENIDA PAU BRASIL, LOTE 10",SN,SALA  734                 EDIF  LE QUARTIER,SUL (AGUAS CLARAS),71926000,5300108,(61) 92925136,,bianca.boaventura95@gmail.com,2019-02-01,90,1,5000.0,2062,1,2019-02-01,0,1,1,1,60,true
35193822,35193822000110,1,MAURO MANOEL BRAMBILLA FILHO,MAURO MANOEL BRAMBILLA FILHO,8630504,Atividade odontológica,cnae_principal,,QUADRA SEPS 710/910 CONJUNTO D SALA 525 PARTE H,525,EDIF  VIA BRASIL,ASA SUL,70390108,5300108,(61) 33220142,,maurobrambilla@hotmail.com,2019-10-15,82,1,5000.0,2135,1,2023-01-01,0,1,1,1,13,true
59143710,59143710000113,1,MARQUES MORENO LTDA,,8630504,Atividade odontológica,cnae_principal,,QUADRA QR 316 CONJUNTO A,SN,CASA  15,SANTA MARIA,72546601,5300108,(61) 96799961,(0000) 00000000,julianamrqs96@gmail.com,2025-01-28,19,1,5000.0,2062,1,2025-01-28,0,1,1,1,1,false
42428918,42428918000186,1,INSTITUTO SANTORINI ODONTOLOGIA E ESTETICA LTDA,SANTORINI ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,9602502,QUADRA SMHN QUADRA 2 BLOCO B CONSULTORIO,1307,,ASA NORTE,70710146,5300108,(61) 92359146,,tiagosoaresricardo@gmail.com,2021-06-22,62,3,5000.0,2062,,,,1,1,1,1,false
59026946,59026946000170,1,HUMANIZZE ODONTOLOGIA LTDA,HUMANIZZE ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA 103 AVENIDA RECANTO DAS EMAS,SN,LOTE  09                  SALA  02,RECANTO DAS EMAS,72600300,5300108,(61) 36224525,(0000) 00000000,juridico@dinamicacontabilidadelza.com.br,2025-01-22,19,1,5000.0,2062,1,2025-01-22,0,1,1,1,26,true
00570752,00570752000198,1,CENODENTER CENTRO ODONTOLOGICO LTDA,CENODENTER,8630504,Atividade odontológica,cnae_principal,,QE  07  LOTE   G,S/N,SALS  204 E 205,GUARA,71020677,5300108,(061) 5681065,,,1995-04-28,376,1,5000.0,2062,1,2016-01-01,0,1,1,1,7,false
42564222,42564222000187,1,THIAGO ALMEIDA ASSAD,T A ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,CONDOMINIO SOLAR DE BRASILIA,37,QUADRA03                  CONJ  20,SETOR HABITACIONAL JARDIM BOTANICO,71680349,5300108,(61) 91072885,,thiago_assad@hotmail.com,2021-07-02,61,1,5000.0,2135,1,2026-01-01,0,1,1,1,1,false
04800391,04800391000180,1,ODONTOGRIFFE - ODONTOLOGIA LTDA.,,8630504,Atividade odontológica,cnae_principal,,QUADRA QNA 30 LOTE 10 SALA 201,S/N,,TAGUATINGA NORTE,72110300,5300108,(61) 34210024,,,2001-11-26,297,1,5000.0,2062,0,2021-01-01,0,1,1,1,19,true
53984995,53984995000139,1,ERGANG ODONTOLOGIA LTDA,CLINICA ODONTOLOGICA ERGANG,8630504,Atividade odontológica,cnae_principal,3250706,CONJUNTO RESIDENCIAL 07,01,LOJA  04,VALE DO AMANHECER (PLANALTINA),73370070,5300108,(61) 95534615,(0000) 00000000,brunoergang@hotmail.com,2024-02-20,30,3,5000.0,2062,,,,1,1,1,3,false
48970223,48970223000108,1,AMD SOARES ODONTOLOGIA LTDA,AMD ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,RUA 14 LOTE 5,SN,APT   1301,SUL (AGUAS CLARAS),71939720,5300108,(61) 96622928,(0000) 00000000,amaanda.1402@gmail.com,2022-12-23,44,3,5000.0,2062,,,,1,1,1,4,false
41008594,41008594000164,1,ALFA BAGNATO ODONTOLOGIA LTDA,ALFA BAGNATO ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,SETOR SRTVN QUADRA 701 CONJUNTO C ALA A SALA,418,,ASA NORTE,70719903,5300108,(61) 33273205,,carlabagnato@hotmail.com,2021-02-26,66,1,5000.0,2062,,,,1,1,1,1,false
42288619,42288619000193,1,AMANDA ANDRADE ODONTOLOGIA E CONSULTORIA LTDA,CONFIANCA ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,"7490199,8660700",QUADRA QND 21,02,LOJA  04,TAGUATINGA NORTE (TAGUATINGA),72120210,5300108,(61) 93028096,,confianca.odonto@gmail.com,2021-06-11,62,1,5000.0,2062,1,2021-06-11,0,1,1,1,8,false
09273971,09273971000180,1,CONSULTORIO ODONTOLOGICO INFORMA LTDA,ARGUI ODONTOLOGIA E ESTETICA OROFACIAL,8630504,Atividade odontológica,cnae_principal,,QUADRA SRTVS QUADRA 701 BLOCO O,110,SALA  742,ASA SUL,70340000,5300108,(61) 33238722,,,2007-11-20,225,1,5000.0,2062,1,2017-01-01,0,1,1,1,585,true
58471427,58471427000158,1,ORTHUS ODONTOLOGIA INTEGRADA E REABILITADORA LTDA,ORTHUS EXCELENCIA E PROFISSIONALISMO,8630504,Atividade odontológica,cnae_principal,"8640205,9602502",QUADRA CSB 2 LOTE 1 A 4 TO B SALA,827,,TAGUATINGA SUL (TAGUATINGA),72015525,5300108,(61) 32563000,(0000) 00000000,bsbcontabilidade.df@gmail.com,2024-12-16,20,1,5000.0,2062,1,2024-12-16,0,1,1,1,1,false
38166383,38166383000145,1,SYSTEMICA SAUDE LTDA,SYSTEMICA ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,"8650002,8650003,8650006",SETOR SCN QUADRA 1 BLOCO F,SN,SALA  1701 1720,ASA NORTE,70711905,5300108,(61) 96960759,,systemicaodontologia@gmail.com,2020-08-20,72,1,5000.0,2062,1,2026-01-01,0,1,1,1,55,true
11303911,11303911000104,1,ODONTOLOGIA HUGO CARVALHO LTDA,ODONTOLOGIA HUGO CARVALHO,8630504,Atividade odontológica,cnae_principal,,SETOR SMDB CL CONJUNTO 12 BLOCO G SALAS 107 E 108,SN,,LAGO SUL,71680120,5300108,(61) 32248754,,hugohcl@yahoo.com.br,2009-11-10,201,1,5000.0,2062,,,,1,1,1,30,true
39572187,39572187000133,1,IMPLANTAR ODONTOLOGIA MODERNA LTDA,IMPLANTAR ODONTOLOGIA MODERNA,8630504,Atividade odontológica,cnae_principal,8599699,SETOR SEPS QUADRA 714/914 CONJUNTO D SALA 302,SN,EDIF  SABIN,ASA SUL,70390145,5300108,(61) 83029191,,afbergmann@hotmail.com,2020-10-27,70,1,5000.0,2062,0,2022-01-01,0,1,1,1,66,true
58800883,58800883000102,1,RODRIGUES MASSA ODONTOLOGIA LTDA,,8630504,Atividade odontológica,cnae_principal,,QUADRA SDN CNB CONJUNTO A,S/N,SALA  4055 PARTE A1,ASA NORTE,70077900,5300108,(61) 81407722,(0000) 00000000,clinicadrsjaneevaldirsales@gmail.com,2025-01-13,19,1,5000.0,2062,1,2025-01-13,0,1,1,1,295,true
41354261,41354261000197,1,PRISCILA FREITAS DE SOUZA ODONTOLOGIA,PF ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA SHCES QUADRA 905 BLOCO D APT,204,,CRUZEIRO NOVO,70655054,5300108,(61) 83258909,,pri-fs@hotmail.com,2021-03-25,65,1,5000.0,2135,1,2021-03-25,0,1,1,1,1,false
47075499,47075499000160,1,MAURICIO ALVES CLINICA ODONTOLOGICA LTDA,MAURICIO ALVES CLINICA,8630504,Atividade odontológica,cnae_principal,,QUADRA SHS QUADRA 6 CONJUNTO A BLOCO E SALA,1002,,ASA SUL,70316000,5300108,(61) 95734310,(0000) 00000000,drmauricioalvess@gmail.com,2022-07-08,49,3,5000.0,2062,,,,1,1,1,2,false
17558238,17558238000130,1,CHIMELI PINHEIRO ODONTOLOGIA LTDA,TALITA CHIMELI ODONTOLOGIA ESTETICA AVANCADA,8630504,Atividade odontológica,cnae_principal,"7020400,7490104,8230001,8599604,8599699,8640205",QUADRA SHLS QUADRA 716 BLOCO F CONJUNTO,210,,ASA SUL,70390900,5300108,(61) 84967376,,joaquimpinheiro@gmail.com,2013-02-05,162,3,5000.0,2062,0,2016-01-01,0,1,1,1,1,false
42961561,42961561000105,1,PONSSIANO CIRURGIA BUCOMAXILOFACIAL LTDA,PONSSIANO CIRURGIA BUCOMAXILOFACIAL,8630504,Atividade odontológica,cnae_principal,,QUADRA SCLN 309 BLOCO C SALA,112,,ASA NORTE,70755530,5300108,(61) 92939036,,cristina.lb1@gmail.com,2021-08-02,60,1,5000.0,2062,1,2025-01-01,0,1,1,1,1,false
17444115,17444115000178,1,INSTITUTO ODONTOLOGICO VERSALLES LTDA,INSTITUTO ODONTOLOGICO VERSALLES,8630504,Atividade odontológica,cnae_principal,,SETOR DE RADIO E TELEVISAO SUL QUADRA 701 CONJUNTO L BLOCO 02,30,SALA  524,ASA SUL,70340906,5300108,(61) 32013124,(61) 33227901,arnaldqf@gmail.com,2013-01-18,163,5,5000.0,2062,1,2023-01-01,0,1,1,1,516,true
32678960,32678960000100,1,LUANA FIGUEIREDO RODEGHERI ODONTO,LFR ODONTO,8630504,Atividade odontológica,cnae_principal,,SETOR SBN QUADRA 01 BLOCO C,SN,BLOCO ROBERTO SIMONSEN    ANDAR PRIMEIRO                  ODONTOLOGIA,ASA NORTE,70040903,5300108,(61) 33494812,,leandro.manage@gmail.com,2019-02-06,90,1,5000.0,2135,1,2025-01-01,0,1,1,1,2,false
31624032,31624032000191,1,LACERDA E MAIA ODONTOLOGIA LTDA,INTEGRALIZZE ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,,QUADRA QNA 29 LOTE 11 LOJA,02,,TAGUATINGA NORTE (TAGUATINGA),72110290,5300108,(61) 82011736,,inllacerda@hotmail.com,2018-09-27,95,3,5000.0,2062,0,2024-01-01,0,1,1,1,1,false
16548744,16548744000185,1,IB ODONTOLOGIA - UNIDADE GAMA LTDA,IB ODONTOLOGIA - UNIDADE GAMA,8630504,Atividade odontológica,cnae_principal,,QUADRA 01,SN,LOTE  03                  LOJA  01 E 02,SETOR SUL GAMA,72410100,5300108,(61) 36224525,,,2012-07-10,169,1,5000.0,2062,1,2026-01-01,0,1,1,1,8,false
24702331,24702331000131,1,CEMOI - CLINICA INTEGRADA LTDA,,8630504,Atividade odontológica,cnae_principal,,QUADRA SEPS 710/910 CONJUNTO D SALA,230,,ASA SUL,70390108,5300108,(61) 83159595,,claudiabaiseredo@gmail.com,2016-05-02,123,1,5000.0,2062,,,,1,2,2,1,false
16658169,16658169000173,1,IORR CIRURGIA ODONTOLOGICA LTDA,IORR CIRURGIA ODONTOLOGICA,8630504,Atividade odontológica,cnae_principal,"3250706,7490199,8630599",SETOR SAU/SUL QUADRA 3 BLOCO C SALA 209 E 203 A 208 PARTE A,22,,ASA SUL,70070030,5300108,(61) 32240931,,iorrdf@gmail.com,2012-08-01,168,5,5000.0,2062,,,,1,1,1,17,true
08947241,08947241000154,1,REGIANE ZULMIRA CONSULTORIO ODONTOLOGICO LTDA,CONSULTORIO ODONTOLOGICO REGIANE ZULMIRA,8630504,Atividade odontológica,cnae_principal,,AVENIDA AV PARANOA CONJUNTO,10,LOTE 10 SALA 102,PARANOA,71570050,5300108,(61) 33696933,,,2007-06-27,230,1,5000.0,2062,1,2020-01-01,0,1,1,1,1,false
01317386,01317386000122,1,CLINICA ODONTOLOGICA APARECIDA DE CASSIA COSTA POVOA S/S,CLINICA ODONTOPRES,8630504,Atividade odontológica,cnae_principal,,SETOR SHC/SW BLOCO 03/04/05 SALA,240,ANDAR 1,SETOR SUDOESTE,70673970,5300108,(61) 33263233,,,1996-07-19,361,1,5000.0,2232,,,,1,1,1,1,false
50459714,50459714000130,1,HJF ODONTOLOGIA LTDA,ORALART ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA QUADRA 42,79,,SETOR LESTE (GAMA),72465420,5300108,(61) 93011293,(0000) 00000000,oralartt42@gmail.com,2023-04-26,40,1,5000.0,2062,1,2023-04-26,0,1,1,1,3,false
47938462,47938462000118,1,M. G. MIALICHI LTDA,ALINHARTE ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,8640207,"SETOR SCN QUADRA 2, BLOCO D, ENTRADA B",SN,SALA  1132,ASA NORTE,70712904,5300108,(61) 90443565,,alinharteodontologia@gmail.com,2022-09-13,47,1,5000.0,2062,1,2022-09-13,0,1,1,1,101,true
44176241,44176241000161,1,LIDIA SOUZA ODONTOLOGIA LTDA,LIDIA SOUZA ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,9602502,QUADRA SGAS 910 CONJUNTO B BLOCO A SALA 118 PARTE G,S/N,,ASA SUL,70390100,5300108,(61) 32421250,,xxxxxxxxxxx@xxxxxx.xxx.xx,2021-11-09,57,3,5000.0,2062,,,,1,1,1,191,true
58937589,58937589000139,1,CLINICA ODONTOLOGICA LUIZ CARLOS A. PEIXOTO LTDA,CONSULTORIO DR. LUIZ CARLOS A. PEIXOTO,8630504,Atividade odontológica,cnae_principal,,QUADRA QNE 28 LOTE,50,LOJA  02,TAGUATINGA NORTE (TAGUATINGA),72125280,5300108,(61) 33511708,(0000) 00000000,lcpeixoto60@gmail.com,2025-01-17,19,1,5000.0,2062,1,2025-01-17,0,1,1,1,4,false
39241374,39241374000134,1,ART VISAGE ODONTOLOGIA E ESTETICA FACIAL LTDA,ART VISAGE,8630504,Atividade odontológica,cnae_principal,9602502,"SETOR SCN, QUADRA 1, BLOCO F",S/N,SALA  1405 E 1406,ASA NORTE,70711905,5300108,(61) 96545050,,juodonto@hotmail.com,2020-09-29,71,1,5000.0,2062,1,2020-09-29,0,1,1,1,78,true
41754487,41754487000185,1,SUSY SIMOES ODONTOLOGIA INTEGRATIVA LTDA,INSTITUTO BRASILEIRO DE ODONTOLOGIA INTEGRATIVA,8630504,Atividade odontológica,cnae_principal,8599604,SETOR STN BLOCO N,SN,      CONSULTORIO 112,ASA NORTE,70770130,5300108,(61) 81165237,,odontologiaintegrativass@gmail.com,2021-04-29,64,1,5000.0,2062,0,2021-04-29,0,1,1,1,2,false
41482336,41482336000115,1,KEDSON DAVI MENDONCA JUNIOR ODONTOLOGIA,DR KEDSON DAVI ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA QUADRA 3,204,COND  O,SETOR RESIDENCIAL LESTE (PLANALTINA),73350300,5300108,(61) 82767551,,drkedson@hotmail.com,2021-04-07,64,1,5000.0,2135,1,2024-01-01,0,1,1,1,1,false
10937505,10937505000130,1,S & A SORRISO CLINICA ODONTOLOGICA LTDA,S & A SORRISO CLINICA ODONTOLOGICA,8630504,Atividade odontológica,cnae_principal,,SETOR SDS BLOCO Q SALAS 518 E 519,44,EDIF  VENANCIO IV,ASA SUL,70394901,5300108,(61) 84587504,,,2009-06-18,206,5,5000.0,2062,,,,1,1,1,1,false
07617066,07617066000174,1,CLINICA ODONTOLOGICA MYRIAN MACHADO S/S LTDA,ALLIETARE ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,SEP/SUL EQ 710/910 CONJUNTO D,S/N,SALA 514,ASA SUL,70390108,5300108,(61) 34421040,,,2005-08-12,252,1,5000.0,2240,,,,1,1,1,113,true
07917641,07917641000154,1,CORE CENTRO ODONTOLOGICO RAPCHAN ESTRELA LTDA,CORE,8630504,Atividade odontológica,cnae_principal,8650099,SETOR SRTVN QUADRA 701 CONJUNTO C NUMERO 124 SALA,225,ALA B,ASA  NORTE,70719000,5300108,(61) 33618505,,,2006-03-13,245,1,5000.0,2062,1,2020-01-01,0,1,1,1,1,false
37645921,37645921000111,1,IMPERIUM ODONTOLOGIA LTDA,IMPERIUM ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,,SETOR SRTVN QUADRA 701 CONJUNTO C,124,SALA  220 ALA B,ASA NORTE,70719903,5300108,(61) 96980262,,odontologia.imperium@gmail.com,2020-07-07,73,1,5000.0,2062,1,2020-07-07,0,1,1,1,430,true
54653356,54653356000153,1,ODONTOHARMONY LTDA,ODONTOHARMONY,8630504,Atividade odontológica,cnae_principal,"8599604,8211300,8650099,7319003","QUADRA 201, LOTE 05, APTO",704,EDIF  RESIDENCIAL FIRST,SUL (AGUAS CLARAS),71937540,5300108,(61) 93043832,(0000) 00000000,dentistarafaella13@gmail.com,2024-04-09,28,1,5000.0,2062,1,2024-04-09,0,1,1,1,2,false
37902133,37902133000163,1,INSTITUTO ARTFACE LTDA,INSTITUTO ARTFACE,8630504,Atividade odontológica,cnae_principal,"8599604,8599699",QUADRA QS 1 RUA 212 LT 19/21/23,S/N,BLOCO D                   SALA  1007                EDIF  CONNECT TOWERS,TAGUATINGA,71950550,5300108,(61) 86230203,(61) 99136627,institutoartface@gmail.com,2020-07-29,73,1,5000.0,2062,1,2020-07-29,0,1,1,1,331,true
15166047,15166047000105,1,LARA E LARA ODONTOLOGIA LTDA,LARA ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,QUADRA QR 516 CONJUNTO 1 LOTE,1,,SAMAMBAIA SUL (SAMAMBAIA),72314301,5300108,(61) 34588610,,contabilidadebrasilia@gmail.com,2012-02-24,174,5,5000.0,2062,1,2026-01-01,0,1,1,1,1,false
50133714,50133714000146,1,MSA ODONTO LTDA,AG ODONTOLOGIA ESTETICA,8630504,Atividade odontológica,cnae_principal,,QUADRA C 1,S/N,LOTE  1/12                SALA  513                 EDIF  TAGUAT. TRADE CENTER,TAGUATINGA CENTRO (TAGUATINGA),72010010,5300108,(61) 96734425,,dra.andressagomess@gmail.com,2023-03-29,41,1,5000.0,2062,1,2023-03-29,0,1,1,1,150,true
51355510,51355510000112,1,CENTRAL ODONTOLOGIA LTDA.,,8630504,Atividade odontológica,cnae_principal,,QUADRA QNM 18 CONJUNTO C,S/NR,LOTE  01                  SALA  104,CEILANDIA NORTE (CEILANDIA),72210183,5300108,(61) 92974059,,mhmnsilva123@gmail.com,2023-07-10,37,1,5000.0,2062,1,2023-07-10,0,1,1,1,1,false
01367335,01367335000105,1,ODONTOCLINICA MAIUCE LIMA S/C LTDA,,8630504,Atividade odontológica,cnae_principal,,SRT NORTE QD 701 CONJ C,124,SALA 431 ALA B,ASA NORTE,70310500,5300108,,,,1996-08-14,360,1,5000.0,2240,1,2026-01-01,0,1,1,1,17,true
17343156,17343156000178,1,ODONTUS CENTRO ODONTOLOGICO LTDA,ODONTUS,8630504,Atividade odontológica,cnae_principal,"8630501,8640205,8690999",RUA DA GAMELEIRA,181,,CENTRO (SAO SEBASTIAO),71691085,5300108,(61) 81716620,,odontuss@outlook.com,2012-11-30,165,1,5000.0,2062,1,2023-01-01,0,1,1,1,2,false
01036702,01036702000198,1,ESTHETICAL ODONTOLOGIA LTDA,,8630504,Atividade odontológica,cnae_principal,"3250706,8599604,8640205",SETOR SRTVN QUADRA 701 CONJUNTO C,124,SALA  708 709 710 711 712       ALA B,ASA NORTE,70719903,5300108,(61) 33272170,(61) 33228119,esthetical@estheticalodontologia.com.br,1996-02-02,366,3,5000.0,2062,,,,1,1,1,430,true
53945585,53945585000189,1,DRA. MELINA TIUSSI - CIRURGIA E ESTETICA FACIAL LTDA,CIRURGIA E ESTETICA FACIAL,8630504,Atividade odontológica,cnae_principal,9602502,"QUADRA SHS QUADRA 6 CONJUNTO A, SALA",606,BLOCO A,ASA SUL,70316100,5300108,(61) 93236686,(0000) 00000000,melina.tiussi@gmail.com,2024-02-16,30,1,5000.0,2062,1,2024-02-16,0,1,1,1,2,false
08541895,08541895000183,1,GEORGEA PROBST - ODONTOLOGIA ESTETICA LTDA,GEORGEA PROBST - ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,"SETOR TERMINAL NORTE CONJUNTO O, NUMERO 30, CONSULTORIOS 119, 121",S/N,,ASA SUL,70770100,5300108,(61) 39633333,,,2006-10-11,238,1,5000.0,2062,,,,1,1,1,112,true
49138204,49138204000182,1,CLARISSA GERARD ODONTOLOGIA LTDA,,8630504,Atividade odontológica,cnae_principal,,QUADRA QI 27 LOTE 2,0,APT   808,GUARA II,71060272,5300108,(61) 92935487,(0000) 00000000,clarissagerard@yahoo.com.br,2023-01-11,43,1,5000.0,2062,1,2023-01-11,0,1,1,1,1,false
50326568,50326568000175,1,REALIZZE ODONTOLOGIA HUMANIZADA LTDA,REALIZZE ODONTOLOGIA HUMANIZADA,8630504,Atividade odontológica,cnae_principal,"3250706,8640205","AVENIDA DAS ARAUCARIAS, LOTE",305,      TORRE B             SALA  118,SUL (AGUAS CLARAS),71936250,5300108,(61) 82070800,(0000) 00000000,alinemacedoprado@gmail.com,2023-04-14,40,1,5000.0,2062,1,2023-04-14,0,1,1,1,85,true
58806278,58806278000130,1,BRUNO R. RIBEIRO,RODRIGUES ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,SETOR SETOR DE INDUSTRIAS EDIFICIO GILBERT QI 7 LT 740,S/N,APT   307,GAMA,72445070,5300108,(61) 85923107,(0000) 00000000,rodriques_42@hotmail.com,2025-01-13,19,1,5000.0,2135,1,2025-01-13,0,1,1,1,60,true
27821357,27821357000197,1,FABIANO ALMADA SILVA FARIA,,8630504,Atividade odontológica,cnae_principal,,SETOR STN CONJUNTO O CONSULTORIO,43,,ASA NORTE,70770100,5300108,(61) 32726191,,clinicafabianoalmada@gmail.com,2017-05-25,111,1,5000.0,2135,0,2017-05-25,0,1,1,1,2,false
01364656,01364656000156,1,CLINICA ODONTOLOGICA ARANTES LTDA,ODONTALCLINIC,8630504,Atividade odontológica,cnae_principal,,SHLS Q 716 CONJ L BL 01 SALA,215,CENTRO CLINICO SUL,ASA SUL,70390700,5300108,,,,1996-08-14,360,1,5000.0,2062,0,2015-01-01,0,1,1,1,1,false
36770530,36770530000166,1,DRA. CAROLINA LEAL- ODONTOLOGIA ESPECIALIZADA LTDA,DRA. CAROLINA LEAL- ODONTOLOGIA ESPECIALIZADA,8630504,Atividade odontológica,cnae_principal,,QUADRA QE 40 CONJUNTO H,S/N,LOTE  11                  LOJA  04,GUARA II,71070082,5300108,(61) 95158616,,doutoracarolinaleal@gmail.com,2020-03-26,77,1,5000.0,2062,1,2026-01-01,0,1,1,1,13,true
47576563,47576563000196,1,ALINE B DA SILVA SERVICOS ODONTOLOGICOS,ALINE BARBOSA SERVICOS ODONTOLOGICOS,8630504,Atividade odontológica,cnae_principal,,QUADRA QNM 34 CONJUNTO C CASA,14,,TAGUATINGA NORTE (TAGUATINGA),72145403,5300108,(61) 99114030,(0000) 00000000,alinebarbosadra@gmail.com,2022-08-15,48,1,5000.0,2135,0,2022-08-15,0,1,1,1,1,false
58253893,58253893000167,1,JULIANE LUCENA ODONTOLOGIA LTDA,JSL ODONTOLOGIA,8630504,Atividade odontológica,cnae_principal,,CONDOMINIO SOLAR DE BRASILIA,S/NR,QUADRA02                  BLOCO C                   LOTE  03                  SALA  102,SETOR HABITACIONAL JARDIM BOTANICO,71680349,5300108,(61) 82306851,(0000) 00000000,julianelucena10@gmail.com,2024-11-27,21,1,5000.0,2062,,,,1,1,1,3,false
