cnpj,cnpj_basico,nome_fantasia,razao_social,cnae,identificador_matriz_filial,tipo_logradouro,logradouro,numero,complemento,bairro,cep,ddd_1,telefone_1,ddd_2,telefone_2,email,data_inicio_atividade,idade_meses,porte,capital_social,natureza_juridica,opcao_simples,n_unidades_df,n_mesma_sala,n_mesmo_predio
12972194000176,12972194,,MACHADO GOBBO ADVOGADOS,6911701,1,QUADRA,SHIS QI 9 CONJUNTO 17,16,,SETOR DE HABITACOES INDIVIDUAIS SUL,71625170,61,33210074,,,administrativo@machadogobbo.com.br,2010-06-09,194,5,60011.0,2232,1,1,,4
43197851000189,43197851,,MARCIO DE SOUZA OLIVEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,7 LOTE ESPECIAL,LE 04,SALA  215                 EDIF  MULTISHOP,SOBRADINHO,73035070,61,83046211,,,adv3oliveira@gmail.com,2021-08-19,60,5,1000.0,2321,0,1,1,21
31377327000100,31377327,,AMANDA MOREIRA ANDRADE SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,"SCN QUADRA 01 BLOCO F, SALAS 508 E 509, N. 79",79,EDIF  AMERICA OFFICE TOWER,ASA NORTE,70711905,61,99852766,,,amanda@moreiraandradeadv.com,2017-09-20,107,5,20000.0,2321,1,1,2,81
55721440000120,55721440,,WILSON RODRIGUES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SETOR G NORTE QNG 31 LT 23,S/N,,TAGUATINGA,72130310,61,82101405,61,82749568,wilson.jose@advdf.com.br,2024-06-28,26,5,1000.0,2321,1,1,,4
49204351000103,49204351,,THIAGO GONDIM SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,203,LT 4,APT   1101,SUL (AGUAS CLARAS),71939360,61,91366666,61,91350141,thiago8sul@hotmail.com,2023-01-16,43,5,1000.0,2321,1,1,1,1
52891738000190,52891738,,PONTES E MIRANDA ADVOGADOS,6911701,1,RUA,DAS FIGUEIRAS LOTE 07 SALA 1204,S/N,,NORTE (AGUAS CLARAS),71906750,61,99905536,,,amandaponttes22@gmail.com,2023-11-14,33,3,100000.0,2232,1,1,,87
43721879000173,43721879,,EURIJAN SILVA PIMENTA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHIS QI 5 CHACARA 11,S/N,CASA  A,SETOR DE HABITACOES INDIVIDUAIS SUL,71600520,61,84497542,,,contato@pumega.com.br,2021-09-30,59,5,35000.0,2321,0,1,1,2
57518287000163,57518287,GALENO ADVOCACIA,FABIANO GALENO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QUADRA 302 CONJUNTO 12,SN,APT   1504                BLOCO A,SAMAMBAIA SUL (SAMAMBAIA),72300653,61,82748400,,,galeno@galenoadvocacia.com,2024-10-01,22,3,10000.0,2321,0,1,1,15
56746708000140,56746708,,GOMES DE LIMA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHIS QI 9 CJ 6 LT 2,S/N,,LAGO SUL,71625060,61,99525141,,,pollyana.gomes2@gmail.com,2024-08-14,24,5,10000.0,2321,1,1,,5
10558188000141,10558188,MELO FERREIRA ADVOGADOS,MELO FERREIRA ADVOGADOS,6911701,1,SETOR,"SETOR HOTELEIRO SUL, QUADRA 6, EDIFICIO BRASIL 21, BLOCO E",S/N,CONJ  A                   SALA  805/806,ASA SUL,70316902,61,99825870,,,rizelda.planet@gmail.com,2008-12-29,212,1,10000.0,2232,1,1,1,53
56137551000156,56137551,,IRIGOYEN & SANTOS SOCIEDADE DE ADVOGADOS,6911701,1,QUADRA,SHS QUADRA 6 CONJUNTO A BLOCO C,S/N,SALA  1412,ASA SUL,70316109,61,82932884,61,95330288,zecagouveia@yahoo.com.br,2024-07-29,25,3,100000.0,2232,1,1,1,72
57212143000184,57212143,,HENRY BOFFY - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,AVENIDA,DAS ARAUCARIAS,4400,BLOCO A                   APT   801,SUL (AGUAS CLARAS),71936250,61,91344243,,,henryboffyadvo@gmail.com,2024-09-09,23,5,10000.0,2321,1,1,1,115
47202603000130,47202603,,ROZA DE SOUZA E SANTOS SOUZA ADVOGADOS,6911701,1,TRECHO,SCES TRECHO 2 LOTE,32,LOJA  R60C                      PIER 21,ASA SUL,70200002,61,81275973,61,83485895,fabiosantosadv@outlook.com,2022-07-19,49,5,20000.0,2232,1,1,1,18
53926715000136,53926715,,FRANCISCO ALVES DA SILVA - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SETOR DE AUTARQUIAS SUL Q 5 LT 4,S/N,SALA  7 ED OK OFFICE TOWER,BRASILIA,70070937,61,99733445,61,,fco.alvesadv@gmail.com,2024-02-15,30,5,1000.0,2321,1,1,1,18
01996975000184,01996975,,MELO E CALHEIROS ADVOGADOS ASSOCIADOS,6911701,1,SETOR,COMERCIAL NORTE QUADRA,01,"BLOCO F ED.AMERICA OFFICE       TOWER, N. 79        SALA  1420",ASA NORTE,70711905,61,33283159,61,81160022,,1997-07-16,349,1,6000.0,2232,1,1,1,6
02077393000248,02077393,,JUNQUEIRA DE CARVALHO E MURGEL ADVOGADOS ASSOCIADOS,6911701,2,QUADRA,SAUS QUADRA 1,1,BLOCO: N - ED. TERRA BRASILIS - SALA 1204;,ASA SUL,70070010,31,21283585,31,21283565,jcmb@jcmb.adv.br,2005-12-13,248,5,298138.0,2232,0,1,1,6
54000052000197,54000052,,FELLIPE FERNANDES DUARTE SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,CLSW 104 BLOCO C,111,EDIF  PORTAL PLAZA,SETOR SUDOESTE,70670533,61,94589009,61,92508359,fellipe.duarte@advdf.com.br,2024-02-21,30,5,100.0,2321,1,1,1,2
02852610000149,02852610,ARISTIDES JUNQUEIRA ADVOGADOS ASSOCIADOS,ARISTIDES JUNQUEIRA ADVOGADOS ASSOCIADOS,6911701,1,QUADRA,SBS QUADRA 02 BLOCO E,S/N,EDIF  PRIME BUSINESS            CONVENIENCE         SALA  1504,ASA SUL,70070120,61,33646300,61,32253805,lucianaalvarenga@aristidesjunqueira.adv.br,1998-11-20,333,5,10000.0,2232,0,1,1,123
57869321000144,57869321,,JARDIM ELIAS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHIS QI 15 CONJUNTO 12 CASA,01,,SETOR DE HABITACOES INDIVIDUAIS SUL,71635320,61,99968878,,,p.jardimelias@gmail.com,2024-10-28,22,3,5000.0,2321,1,1,,1
21577118000157,21577118,,SAVINA TORRES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SRTVS QUADRA 701 BLOCO O ED. MULTIEMPRESARIAL SALA 271,110,,ASA SUL,70340000,61,81399800,,,,2014-07-11,145,5,5000.0,2321,1,1,,585
23960907000106,23960907,IRINEIDE SILVA ADVOCACIA E CONSULTORIA JURIDICA,IRINEIDE SILVA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SIG QUADRA 1 LOE,05,EDIF  BARAO DO RIO BRANCO       ALA A               SALA  123                       PAVILH                    PARTE A66                 1 ANDAR,ZONA INDUSTRIAL,70610410,61,83182853,,,irineidesilva.adv@gmail.com,2016-01-13,127,1,10000.0,2321,1,1,1,2
06155674000141,06155674,,GUILHERME DE MACEDO SOARES ADVOGADOS ASSOCIADOS,6911701,1,SETOR,SETOR DE AUTARQUIAS SUL QD 04,S/N,SALA  601                 EDIF  VICTORIA TOWER      BLOCO A,BRASILIA,70070938,11,39208800,,,andre.camara@benicio.com.br,2004-03-01,269,5,2500.0,2232,0,1,1,279
55974894000102,55974894,,LUISA BARRETTO CORREA DA VEIGA - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SHIS QI,09,CONJ  14                  CASA  13,LAGO SUL,71625907,61,82224488,,,luisacorreadaveigaadv@gmail.com,2024-07-17,25,1,1000.0,2321,1,1,1,1
27455076000168,27455076,,ALVARO OLIVEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SAUS QUADRA 3,02,LOTE  02                  BLOCO C                   SALA  412,ASA SUL,70070030,61,93151818,,,andriellyalvaro@oliveiraboaventura.com.br,2017-03-28,113,5,1000.0,2321,0,1,1,1
29904211000130,29904211,,ANA BITTAR - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SCRN 712/713 BLOCO A LOJA,19,SALA  01,ASA NORTE,70760610,61,32740016,,,,2018-03-01,101,5,30000.0,2321,0,1,1,1
54805005000110,54805005,,MAURI RODRIGUES - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QRSW 06 BLOCO B-4 APARTAMENTO 202,SN,,SETOR SUDOESTE,70675624,61,98183825,,,maurirodrigues97@gmail.com,2024-04-19,28,5,1000.0,2321,1,1,,2
08809333000178,08809333,,SEBASTIAO ALVES PEREIRA NETO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SRTVS 701 BLOCO O,701,SALA  470                 BLOCO O                   EDIF  MULTIEMPRESARIAL,ASA SUL,70340907,61,33440060,61,96547025,sebastiao@advmpm.com.br,2007-04-20,232,5,10000.0,2321,1,1,1,34
34306527000160,34306527,,SILVESTRE BARBOSA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHIS QI 7 CONJUNTO 16 CASA 24,SN,,SETOR DE HABITACOES INDIVIDUAIS SUL,71615360,61,82030600,,,karoline@bjmr.com.br,2019-07-04,85,5,98000.0,2321,1,1,,1
49999321000130,49999321,,CLAUDIO AUGUSTO DE OLIVEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,"QS 1 RUA 212 LOTES 19, 21, 23 SALA",2909,,AREAL (AGUAS CLARAS),71950550,61,30440999,,,financeiro@advocaciaclaudiooliveira.com.br,2023-03-20,41,1,5000.0,2321,1,1,,1
52749309000182,52749309,,CAROLINA VIDAL SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SAUS QUADRA 1 BLOCO N,1007,SALA  1007/1010,ASA SUL,70070010,61,99881645,,,carolinacvidal.adv@gmail.com,2023-11-01,33,5,5000.0,2321,1,1,1,2
51383949000159,51383949,,JULIA KHODR BUNDCHEN SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SQS 116 BL E,S/N,APT   406,BRASILIA,70386050,61,96076903,,,julia@bundchenadvocacia.com,2023-07-11,37,5,1000.0,2321,1,1,1,2
20755474000150,20755474,CHRISTIANE OLIVEIRA ADVOCACIA,CHRISTIANE OLIVEIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SCN QUADRA 1 BLOCO F,602,SALA  602 E 603,ASA NORTE,70711905,61,33267224,61,33520030,juridico.christiane@gmail.com,2014-06-13,146,5,10000.0,2321,0,1,1,2
22776283000109,22776283,,CORREIA & LIMA FILHO ADVOGADOS ASSOCIADOS,6911701,1,RUA,DAS FIGUEIRAS,LOTE 7,SALA  1309,NORTE (AGUAS CLARAS),71906750,61,91213712,61,81510339,contato@clgestao.com,2015-04-08,136,5,30000.0,2232,1,1,1,9
02285053000121,02285053,,GALLOTTI E ADVOGADOS ASSOCIADOS,6911701,1,SETOR,SHN QUADRA 02 BLOCO F PROJECAO I,S/N,"SALA  718,719,720,721,722,SALA  723 E 724           EDIF  EXECUT. OFFICE TOWER",ASA NORTE,70702906,61,30139050,61,32748727,advogados@gallotti.adv.br,1997-12-16,344,5,2000000.0,2232,0,1,1,90
07191468000150,07191468,GONTIJO CALDAS & FLEURY ADVOGADOS ASSOCIADOS,GONTIJO CALDAS & FLEURY ADVOGADOS ASSOCIADOS,6911701,1,SETOR,SHIS QI 7 CONJUNTO 5,SN,CASA  01,SETOR DE HABITACOES INDIVIDUAIS SUL,71615250,61,35789500,,,,2004-12-23,260,5,10000.0,2232,1,1,1,3
44553604000130,44553604,,PINHEIRO FILHO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHIS QI 23 CONJUNTO 7,SN,CASA  12                        PARTE A,SETOR DE HABITACOES INDIVIDUAIS SUL,71660070,61,32975202,,,adv.sergiopinheiro@gmail.com,2021-12-10,56,3,50000.0,2321,0,1,1,5
29840203000178,29840203,,P.R. OLIVEIRA - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,TRECHO,SIA TRECHO 5,S/N,LOTE  05/35               SALA  350                       PARTE 03,ZONA INDUSTRIAL (GUARA),71205050,61,33235683,,,proliveira@lwmail.com.br,2018-01-31,103,5,10000.0,2321,1,1,1,103
47052911000479,47052911,,ERIC FIDELIS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,2,QUADRA,SHS QUADRA 6 CONJUNTO A BLOCO A,S/N,SALA  501,ASA SUL,70316102,81,33250471,,,contato@opportunitesolucoes.com.br,2024-11-04,21,5,3000.0,2321,1,1,110,389
27933063000157,27933063,,FLAVIO MAGALHAES LOPES - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,QUADRA 5,116,,SETOR OESTE (GAMA),72425050,61,84080987,61,84047400,flavio84080987@hotmail.com,2017-05-19,111,5,1000.0,2321,1,1,,1
38183501000123,38183501,,CARINA MANDOVANO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SIG CONJUNTO C,09,ANDAR 2,TAGUATINGA NORTE (TAGUATINGA),72153503,61,98025939,,,cmandovano@gmail.com,2020-08-21,72,1,1500.0,2321,1,1,1,5
54660390000155,54660390,,ISADORA GUIMARAES MIRANDA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SQN 306 BLOCO I APTO,406,,ASA NORTE,70745090,61,82999245,,,isadoramrnd07@gmail.com,2024-04-09,28,1,10000.0,2321,1,1,,1
36767328000185,36767328,,HENRIQUE ARAKE SOCIEDADE DE ADVOGADOS,6911701,1,QUADRA,SHS QUADRA 6 CONJUNTO A BLOCO C SALA 508,0,SALA  508,ASA SUL,70316102,61,81194138,,,arake@henriquearake.com.br,2020-03-25,77,1,10000.0,2232,1,1,1,40
34701118000169,34701118,MAIA ADVOCACIA,MAIA ADVOCACIA,6911701,1,QUADRA,SHIS QI 19 CONJUNTO 1 CASA,01,,SETOR DE HABITACOES INDIVIDUAIS SUL,71655010,61,39659180,61,92449594,maiaadvocacia@maiaadvocacia.com.br,2019-08-27,84,5,100000.0,2232,0,1,,2
18754709000229,18754709,,ELPIDIO DONIZETTI SOCIEDADE DE ADVOGADOS,6911701,2,QUADRA,SHS QUADRA 6 CONJUNTO A BLOCO A,S/N,SALA  501 E 502,ASA SUL,70316102,31,32950515,,,contato@elpidiodonizetti.com,2024-08-20,24,5,50000.0,2232,0,1,6,389
13197938000195,13197938,COELHO & SAMPAIO ADVOGADOS,COELHO & SAMPAIO ADVOGADOS ASSOCIADOS,6911701,1,SETOR,SHS QUADRA 6 BLOCOS A AO F LOTE 1,S/N,SALA  514                       COMPLEXO BRASIL 21  EDIF  BUSINESS CENTER PARK,ASA SUL,70322915,61,33632593,,,nazareno@solar.com.br,2011-02-01,186,5,100000.0,2240,1,1,1,81
32039148000126,32039148,,LEANDRO JUDICI - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,CLSW 103 BLOCO C,SL 113,EDIF  VICTORIA CENTER,SETOR SUDOESTE,70670523,61,95575761,,,lejudici@gmail.com,2018-11-05,93,5,10000.0,2321,1,1,1,1
37154194000190,37154194,,BRITO E LEIJOTO ADVOGADOS,6911701,1,QUADRA,"SHS QUADRA 6, CONJUNTO A, BLOCO A, SALA",501,EDIF  BRASIL 21,ASA SUL,70316000,61,93448819,,,i.leijoto@gmail.com,2020-05-15,75,5,100000.0,2232,1,1,1,19
26112202000119,26112202,,HAISLAN FROTA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SBS Q 2 BL E,S/N,EDIF  PRIME               SALA  206,PLANO PILOTO,70070120,61,93778703,,,contato@provisaocontabilidade.com.br,2016-08-17,120,5,100000.0,2321,1,1,2,123
24811975000168,24811975,,SILVERIO CARDOSO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,RUA,"RUA 3, CHACARA 82",19,CASA  A,SETOR HABITACIONAL VICENTE PIRES,72005755,61,81430606,61,41411052,advogadojoao@gmail.com,2016-04-29,124,1,10000.0,2321,1,1,2,2
51008731000114,51008731,,BRENDON TAVARES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SETOR DE MULTIPLAS ATIVIDADES SUL TRECHO 3 LT 2,S/N,SALA  314,BRASILIA,70610052,61,95990466,,,brendon.adv@hotmail.com,2023-06-12,38,1,10000.0,2321,1,1,1,12
11025199000129,11025199,FREITAS & MORELO ADVOGADOS,FREITAS & RAMOS ADVOGADOS,6911701,1,SETOR,SDN CONJUNTO A SALA 5067,S/N,,ASA NORTE,70077900,61,33264889,,,,2009-07-27,205,5,5000.0,2232,0,1,,295
47423704000130,47423704,,GABRIELA PONTES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SCN QUADRA 4 BLOCO B,702,SALA  702 - PARTE 1239,ASA NORTE,70714020,61,82313092,,,pontesgabriela.adv@gmail.com,2022-08-04,48,1,10000.0,2321,1,1,1,205
46347868000163,46347868,,RODRIGO FAGGIANI SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SQS 109 BLOCO A,SN,APT   112,ASA SUL,70372010,61,98283234,,,rodrigofaggiani@hotmail.com,2022-05-11,51,1,1000.0,2321,1,1,1,3
05864324000191,05864324,SL- SANTOS E LOBAO,SANTOS & LACERDA ADVOGADOS ASSOCIADOS,6911701,1,QUADRA,CRS 502 BLOCO C,37,LOJA  LOJA 37 PARTE 3088,ASA SUL,70330530,61,84581008,,,santoselacerda.adv@hotmail.com,2003-08-26,276,3,5000.0,2232,1,1,1,358
09165645000159,09165645,,NAZARIO E AMARAL ADVOGADOS ASSOCIADOS,6911701,1,QUADRA,SHIS QL 14 CONJUNTO,05,CASA  02,SETOR DE HABITACOES INDIVIDUAIS SUL,71640055,61,33220150,,,fernandazanini@madeiranazario.com.br,2007-10-11,226,5,10000.0,2232,1,1,2,4
11672427000152,11672427,SHYRLEI LIMA ADVOGADOS ASSOCIADOS,S. LIMA ADVOGADOS ASSOCIADOS,6911701,1,SETOR,SHIS QI 17 CONJUNTO 1,S/N,CASA  2,SETOR DE HABITACOES INDIVIDUAIS SUL,71645010,61,39633333,,,,2010-02-26,198,5,20000.0,2232,1,1,1,3
17198119000113,17198119,SPOTLIGHT,SPOTLIGHT INTELIGENCIA JURIDICA LTDA,6911702,1,SETOR,SHS QUADRA 6 CONJUNTO A BLOCO A - COMPLEXO BRASIL 21,S/N,SALA  501,ASA SUL,70316102,00,10000000,,,,2012-11-21,165,3,180000.0,2062,0,1,110,389
51479883000103,51479883,,ORTALE E FELICE ADVOGADOS,6911701,1,QUADRA,SHN QUADRA 02 BLOCO F,S/N,EDIF  EXEC. OFFICE TOWER  SALA  725 PARTE B,ASA NORTE,70702906,61,81907404,,,adv.rosoares@outlook.com,2023-07-19,37,5,10000.0,2232,1,1,1,90
34345123000186,34345123,AVENIR JUNIOR & ALEXANDRE GOMES SOCIEDADE DE ADVOGADOS,AVENIR JUNIOR & ALEXANDRE GOMES SOCIEDADE DE ADVOGADOS,6911701,1,QUADRA,SIA QUADRA 4-C SALA 214,LT 51,EDIF  EDIFICIO CENTER II,ZONA INDUSTRIAL (GUARA),71200045,61,99948349,,,avenir@fgas.adv.br,2019-06-24,86,5,10000.0,2232,1,1,1,2
42126841000190,42126841,,MARCELO RIBAS DE AZEVEDO BRAGA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SCN QUADRA 4 BLOCO B1 12 ANDAR,S/N,,ASA NORTE,70714000,61,99860419,,,adv.marceloribas@gmail.com,2021-05-28,63,3,10000.0,2321,1,1,,5
35809468000106,35809468,,MARIO GILBERTO DE OLIVEIRA ADVOGADOS ASSOCIADOS,6911701,1,QUADRA,SHIS QL 14 CONJUNTO 2,09,CASA  09,SETOR DE HABITACOES INDIVIDUAIS SUL,71640025,61,32482245,,,zazah065@terra.com.br,2019-12-16,80,5,400000.0,2232,1,1,1,1
31414784000128,31414784,,RUBEN MARIZ SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,EDIFICIO,SCS QUADRA 1 BLOCO G EDIFICIO BARACAT,30,ANDAR 6                   SALA  605                 LETRA A,SETOR COMERCIAL SUL - ASA SUL,70309900,61,91358306,,,,2018-08-29,96,5,1000.0,2321,1,1,1,85
07269424000286,07269424,,CALLEGARI E MOTTA ADVOGADOS ASSOCIADOS,6911701,2,CONJUNTO,"SMDB, CONJUNTO 26, LOTES 08 09, UNIADE G",UNID G,,SETOR DE MANSOES DOM BOSCO (LAGO SUL),71680250,51,30615656,,,secretaria@callegariadvogados.com.br,2021-07-19,61,5,15000.0,2232,0,1,,1
49369870000121,49369870,,JURANDIR PEREIRA FILHO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,RUA,RUA DAS PAINEIRAS LT 3,S/N,,AGUAS CLARAS,71918180,61,99319899,,,jurandirfilho.adv.esc@gmail.com,2023-01-27,43,5,10000.0,2321,1,1,,56
50168193000162,50168193,,PATRICIA NOGUEIRA DE ANDRADE SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SIG QUADRA 1,385,SALA  248,ZONA INDUSTRIAL,70610410,61,82499199,,,pnaadvocaciaconsultiva@gmail.com,2023-03-31,41,5,10000.0,2321,0,1,1,104
37024199000106,37024199,,MORETH ADVOCACIA,6911701,1,BLOCO,"SETOR COMERCIAL NORTE, QUADRA 1, BLOCO F, SALA 1403",1403,SALA  1403,ASA NORTE,70711905,61,99491313,,,moreth.adv@gmail.com,2020-04-28,76,1,100000.0,2232,1,1,1,1
41358603000147,41358603,,"MUNHOZ, MENDES & PONTE ADVOGADOS ASSOCIADOS",6911701,1,QUADRA,"SHS QUADRA 06, CONJUNTO A, BLOCO C, SALAS 504/505",CONJ A,BLOCO C                   SALA  504/505,ASA SUL,70316000,61,81392768,61,81705718,thyago@munhozemendes.com.br,2021-03-25,65,5,9999.99,2232,1,1,1,3
37873343000170,37873343,SL ADVOCACIA & CONSULTORIA JURIDICA,SAMARA LEDA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,"SCN QD. 02, BL. D, ENTRADA B CENTRO EMPRESARIAL LIBERTY MALL",429,SALA  429,ASA NORTE,70712903,61,81118106,61,81125251,juridico@sladvocacia.com.br,2017-08-14,108,3,1000.0,2321,1,1,1,1
54547135000109,54547135,,RICARDO KOSLOSKI SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,COND. RESIDENCIAL,"CONDOMINIO VIVENDAS ALV. 1, CONJUNTO A CASA 9",9,,SOBRADINHO/DF,73092911,61,98730755,,,ricardo.kmedeiros@gmail.com,2024-04-01,28,1,50.0,2321,1,1,,1
47077598000180,47077598,,SILVA MARIA - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,403 CONJUNTO 10 CASA,06,,RECANTO DAS EMAS,72630310,61,92397764,,,alessandraams@gmail.com,2022-07-08,49,3,20000.0,2321,1,1,,2
05896419000197,05896419,LEOPOLDO NASCIMENTO ADVOGADOS,LEOPOLDO NASCIMENTO ADVOGADOS ASSOCIADOS,6911701,1,,SRTVS Q 701CONJ D BL B,280,SLS 821 E 823,ASA SUL,70340907,61,3227100,,,,2003-09-08,275,1,30000.0,2232,1,1,1,39
45056146000197,45056146,,ANDRE CORDEIRO MAGALHAES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHIS QI 13 CONJUNTO 2,17,,SETOR DE HABITACOES INDIVIDUAIS SUL,71635020,61,81224224,,,andrebrasilia123@gmail.com,2022-01-28,55,5,1000.0,2321,1,1,,1
36392881000180,36392881,,MATHEUS SACRAMENTO SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,CRS 502 BLOCO C,1076,LOJA  37,ASA SUL,70330530,71,92384374,,,mmsacramento@hotmail.com,2020-02-14,78,5,1000.0,2321,1,1,1,1
50167926000144,50167926,,BRUNA VASCONCELOS DIAS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SMAS TRECHO 3 CONJUNTO 3 BLOCO C SALA,307,EDIF  THE UNION,SETORES COMPLEMENTARES,70610053,61,92611977,,,brunavpd.adv@gmail.com,2023-03-31,41,3,2000.0,2321,1,1,1,2
24740624000103,24740624,,BRUNO MARTINS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,SETOR,SCS QD 01 BLOCO I N 30 SALA,1208,      PARTE,ASA SUL,70304900,61,30397939,,,recepcao@agilizagestao.com.br,2016-04-14,124,5,100000.0,2321,1,1,20,25
35664396000156,35664396,,BRUNO GIRARD LINS SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SHIS QI 28 CONJUNTO 3,14,,SETOR DE HABITACOES INDIVIDUAIS SUL,71670230,61,99913335,,,bruno.glins@gmail.com,2019-11-29,81,5,1000.0,2321,1,1,,1
50974299000153,50974299,,MARQUES & SERRA ADVOGADOS ASSOCIADOS,6911701,1,QUADRA,SETOR DE AUTARQUIAS SUL QD 1,1,BLOCO M                   SALA  1301,ASA SUL,70070935,61,84919915,61,30533584,pedrocesar76@gmail.com,2023-06-07,38,5,10000.0,2232,1,1,1,1
34069155000104,34069155,,THIAGO SOUSA ALVES SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,"SHCS CR QUADRA 502, BLOCO C, LOJA 37 PARTE 1064",37,LOJA  37,ASA SUL,70330530,61,37110017,,,,2019-06-18,86,5,10000.0,2321,1,1,3,358
31302675000119,31302675,,SABRINI CASTRO - SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,AREA ESPECIAL,AREA ESPECIAL 4 MODULO E,4,BLOCO B                   APT   1705                EDIF  ISLA LIFE,GUARA II,71070654,61,82300988,,,sabrinicastro@hotmail.com,2018-07-20,97,5,5000.0,2321,1,1,1,2
53033154000146,53033154,,GEORGES HUMBERT SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,QUADRA,SAUS QUADRA 5,BL K,SALA  801,ASA SUL,70070050,61,20011298,,,georges@humbert.com.br,2023-11-28,33,1,10000.0,2321,1,1,1,3
36760052000103,36760052,,FABRICIO SCANAVINI SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,AVENIDA,PAU BRASIL,18,BLOCO B                   APT   505                 COND  PAU BRASIL,SUL (AGUAS CLARAS),71926000,61,82125121,,,fabricioscanavini.adv@gmail.com,2020-03-24,77,5,80000.0,2321,1,1,1,35
07028086000100,07028086,,MACHADO MOURA E CARDOSO ADVOGADOS ASSOCIADOS,6911701,1,QUADRA,SHIS QI 5 BLOCO F,S/N,SALA  332                 EDIF  GILBERTO SALOMAO,SETOR DE HABITACOES INDIVIDUAIS SUL,71615560,61,38795003,,,rodolfo@mouraeribeiro.adv.br,2004-09-29,263,3,10000.0,2232,1,1,1,82
23841300000107,23841300,,M. MOTA SOCIEDADE INDIVIDUAL DE ADVOCACIA,6911701,1,RODOVIA,DF-250 KM CONDOMINIO ENTRE LAGOS ETAPA 2 CONJUNTO F CASA,12,,SOBRADINHO,73255900,61,96699602,,,marcoamota@gmail.com,2015-11-30,129,5,10000.0,2321,1,1,,8
